,datetime,state,tg,ti,tw1,tw2,tw3,tc1,tc2,tc3,to,thop,tcool,tv,pg,pi,po,pv,dpo,dpf,dpv,mdoti,mdoto,gai,gao,m_add,datetime_tooltip,value_display,event_display,pg_lowpass,po_lowpass,pv_lowpass,pi_lowpass,dpo_lowpass,dpf_lowpass,dpv_lowpass,mdoti_lowpass,mdoto_lowpass,ms,fill_height
3250,2023-01-11 09:41:23.878307,2,0,285.8427734,153.9533081,82.29684448,61.04037857,297.4371643,185.3410339,200.1749268,227.1898193,73.17308044,0.0,179.1332855,13.39847699,15.80965999,0,4.058958003,2.284763765,-0.120925406,1.857465511,0.263313549,0.28177199,4.006082491,4.07093151,,2023-01-11 09:41:23,,none,14.443621922907225,0.0,3.9517378375626286,13.772073031966467,2.977017515084566,0.027924356500696263,1.6980736782245702,0.27334256972204896,0.2755014262121997,0,0.0
3255,2023-01-11 09:41:28.935887,2,0,285.8432922,154.0608826,82.42198944,61.10560989,297.4587097,186.0120087,200.5990906,227.0184937,73.26860809,0.0,179.4457245,14.68037175,13.64264742,0,3.906351483,4.50350995,0.158954951,1.359663045,0.314282979,0.268942552,4.084836968,4.073373215,,2023-01-11 09:41:28,,none,14.43099271303528,0.0,3.927563751479082,13.749563518509513,3.0027540434784443,0.029011583371873328,1.6905550926248685,0.2735646567404702,0.27442593090347617,0,0.0
3260,2023-01-11 09:41:34.007311,2,0,285.950531,154.1786346,82.52696228,61.20713806,297.4804077,186.4515381,200.6441803,227.1120911,73.41307831,0.0,179.8206787,16.84738432,13.21534916,0,3.967394091,1.340434623,-0.058967159,1.673727262,0.20579722,0.27755959,4.103318863,4.061164693,,2023-01-11 09:41:34,,none,14.446170777749895,0.0,3.898970628946182,13.72234908899697,2.988681127158973,0.030452998610399736,1.689017765256691,0.2727169742203465,0.2732922837491521,0,0.0
3265,2023-01-11 09:41:39.079563,2,0,285.986084,154.292572,82.61750793,61.31343079,297.4933472,187.0440674,201.33284,227.0539703,73.53315735,0.0,180.154007,13.36795568,15.41288304,0,4.058958003,1.450463924,-0.118788915,1.735685508,0.217246974,0.280981617,4.026059335,4.065437675,,2023-01-11 09:41:39,,none,14.428773655609609,0.0,3.8850400271852217,13.67296247231852,2.9974682234239625,0.030600181052065103,1.6860085432622904,0.2727211494131281,0.27265093544953206,0,0.0
3270,2023-01-11 09:41:44.144190,2,0,285.9607239,154.440033,82.81654358,61.4014473,297.5076294,187.5040131,202.0053406,226.8877716,73.66738129,0.0,180.3882294,13.67316872,15.80965999,0,3.967394091,2.698174826,-0.105969967,1.321206202,0.280524136,0.268589535,4.012418722,4.080698327,,2023-01-11 09:41:44,,none,14.432754181046036,0.0,3.879861138679069,13.658098274026798,3.0283571362899013,0.03176413874821907,1.6750033532334332,0.2737769430451877,0.2722103089716213,0,0.0
3275,2023-01-11 09:41:49.212433,2,0,285.8986816,154.5704803,82.93808746,61.45973587,297.5365906,187.8916779,202.4820404,226.9896088,73.82939911,0.0,180.5361938,14.43620132,12.33023135,0,3.845308876,4.506714687,0.16643267,2.110639727,0.302326422,0.268416203,4.136914052,4.08191918,,2023-01-11 09:41:49,,none,14.496341456663654,0.0,3.8785597934973026,13.662063240496513,3.064511257678567,0.03118467934301748,1.6783705306110193,0.27444867292537317,0.2720187978132972,0,0.0
3280,2023-01-11 09:41:54.286094,2,0,285.867157,154.665863,83.07848358,61.51680374,297.5402527,187.9507599,202.824707,227.4724884,73.98892975,0.0,180.7485352,13.64264742,12.66596569,0,3.753744964,4.80689171,0.150408985,1.795507264,0.308456406,0.269791541,4.124727044,4.085581736,,2023-01-11 09:41:54,,none,14.554853597774256,0.0,3.8782077241175252,13.691735631427195,3.1041275340991095,0.028932787758015693,1.687792558832378,0.2750992608247984,0.27201809012287614,0,0.0
3285,2023-01-11 09:41:59.359191,2,0,285.8644409,154.7727661,83.22618866,61.58317566,297.5713501,188.1518402,203.2076874,228.3363342,74.15385437,0.0,181.0866547,15.26027652,13.42899829,0,3.875830179,1.535923575,0.041447931,1.762391649,0.218468921,0.274513498,4.09891149,4.084360884,,2023-01-11 09:41:59,,none,14.57099629270919,0.0,3.8862284757902463,13.678389310456089,3.1224886197983754,0.027399756831350264,1.688628288098772,0.2754232793297722,0.2722821592787922,0,0.0
3290,2023-01-11 09:42:04.427491,2,0,285.8587036,154.872467,83.36885834,61.63375092,297.5769348,188.3155823,203.453125,228.3488617,74.31296539,0.0,181.3568115,15.93174521,13.73421133,0,3.72322366,2.39372482,-0.019442071,1.745299719,0.261170905,0.268675681,4.088036105,4.075204493,,2023-01-11 09:42:04,,none,14.538339506500684,0.0,3.8984432712354646,13.687491555505908,3.13294947967401,0.02531992804049488,1.6812643046477413,0.27613238805566803,0.2726542639035095,0,0.0
3295,2023-01-11 09:42:09.495359,2,0,285.8796997,154.9672546,83.5379715,61.68689346,297.5891113,188.5977325,203.2785645,228.2309875,74.48291779,0.0,181.6521606,14.3141161,13.5205622,0,3.997915395,4.604993285,0.167500916,1.845714809,0.314555416,0.278768045,4.09887408,4.077035771,,2023-01-11 09:42:09,,none,14.48147180549528,0.0,3.9071927859050235,13.693167993825288,3.111535614056144,0.023716949575266637,1.6779694865365584,0.2754752663806358,0.2729316734496047,0,0.0
3300,2023-01-11 09:42:14.569891,2,0,285.9301758,155.0828247,83.72160339,61.74804306,297.59729,189.0828094,203.5928345,228.0868225,74.65306091,0.0,181.9512634,14.22255219,15.29079783,0,4.181043218,1.525241118,-0.100628739,1.755982176,0.221776688,0.284473745,4.035048447,4.093517275,,2023-01-11 09:42:14,,none,14.435119968614531,0.0,3.920641924637642,13.704316086962832,3.0689851094643585,0.02246749605922647,1.6636266095447407,0.27411719934554823,0.27323005840693254,0,0.0
3305,2023-01-11 09:42:19.647517,2,0,286.0317993,155.1991425,83.95280457,61.82718277,297.6103516,189.4203949,203.6942749,227.83255,74.78521729,0.0,182.2476501,16.38956477,12.54388048,0,4.028436699,2.291173239,0.08310951,1.597881822,0.252518051,0.277573883,4.132409364,4.100231962,,2023-01-11 09:42:19,,none,14.447851297804691,0.0,3.9302928089461986,13.708427915747887,3.049688351878556,0.022432981818725974,1.646644568934346,0.2737938570565826,0.2733316249070362,0,0.0
3310,2023-01-11 09:42:24.699659,2,0,286.1163635,155.3386383,84.17541504,61.91550446,297.6128235,190.2113495,203.9213104,227.5883789,74.94540405,0.0,182.5253601,13.61212611,12.81857221,0,4.028436699,4.14137468,0.16643267,1.839305335,0.302164571,0.279625503,4.122462353,4.100842388,,2023-01-11 09:42:24,,none,14.447139033170444,0.0,3.935270067959192,13.746939018974395,3.056117548145159,0.02089122615005783,1.637917624955534,0.2746060638413352,0.27323640437452623,0,0.0
3315,2023-01-11 09:42:29.761925,2,0,286.2244873,155.4877472,84.39373016,62.01018906,297.6044617,190.5671844,204.4606476,227.6623383,75.14460754,0.0,182.859314,13.03222134,14.43620132,0,3.72322366,2.887254304,-0.093151019,1.687614455,0.281921002,0.268334229,4.066446115,4.087413014,,2023-01-11 09:42:29,,none,14.482818669818688,0.0,3.928437172827994,13.795816210592704,3.0741744307370307,0.020292184896087556,1.6311801674484523,0.27571209733898155,0.2727069849109269,0,0.0
3320,2023-01-11 09:42:34.813639,2,0,286.3356628,155.6025238,84.62749481,62.06318283,297.637146,190.7947235,204.6191864,227.6141052,75.31564331,0.0,183.1331635,15.56548956,13.5205622,0,4.242085826,2.220669027,0.041447931,1.642748138,0.253146278,0.284082623,4.09887408,4.088633866,,2023-01-11 09:42:34,,none,14.533303158551044,0.0,3.9261081308239243,13.806016214805199,3.061508698387876,0.021632146482911674,1.6254918865522852,0.27561682566320006,0.2723170484103602,0,0.0
3325,2023-01-11 09:42:39.878302,2,0,286.4211426,155.7475891,84.82395935,62.11974716,297.6404114,191.1281586,204.8182526,227.5001373,75.45859528,0.0,183.3942871,14.71089305,13.85629654,0,4.211564522,3.464106947,0.143999512,1.348980588,0.295755095,0.273926896,4.088534877,4.081308754,,2023-01-11 09:42:39,,none,14.557521068868022,0.0,3.923304500418113,13.761903941464741,3.034916050453621,0.02313072389985927,1.6121358611369219,0.2744692028517721,0.2719950602819486,0,0.0
3330,2023-01-11 09:42:44.946081,2,0,286.4196777,155.8577118,84.97566986,62.15721512,297.6336365,191.1454773,205.2082825,227.5341644,75.54034424,0.0,183.6207123,13.76473263,13.94786046,0,4.27260713,2.995147113,-0.039738738,1.393846905,0.283150778,0.276985183,4.090115498,4.108777927,,2023-01-11 09:42:44,,none,14.518184441745571,0.0,3.9239304448581276,13.727277845244172,3.036230538898585,0.026622422459595757,1.617402356853261,0.2735209899507347,0.27209960193828453,0,0.0
3335,2023-01-11 09:42:50.003774,2,0,286.4057617,155.9539795,85.1365509,62.19817734,297.6333618,191.2811127,205.5132141,227.3444214,75.78006744,0.0,183.89505,15.13819131,13.58160481,0,3.448531925,1.629929191,0.074563545,1.281681113,0.224176059,0.253578768,4.104770032,4.11305091,,2023-01-11 09:42:50,,none,14.436341711632815,0.0,3.9214879587390903,13.686610948714147,3.0571612248310003,0.028890798336660722,1.6330258673190872,0.27315256899776474,0.27225305510215814,0,0.0
3340,2023-01-11 09:42:55.070359,2,0,286.4406738,156.0618286,85.31712341,62.24077606,297.6318665,191.8728638,205.62677,227.3130646,75.91979218,0.0,184.1130524,13.18482786,11.56719875,0,4.181043218,3.749328531,0.010468807,1.507080942,0.285567859,0.278820251,4.178030233,4.108167501,,2023-01-11 09:42:55,,none,14.364399534460508,0.0,3.9377100951278794,13.62025532990856,3.0960714083982683,0.02900002252448044,1.6463399236074228,0.2737930937330892,0.27292653169999076,0,0.0
3345,2023-01-11 09:43:00.129851,2,0,286.5064087,156.1594696,85.44341278,62.30324936,297.6300049,192.9948578,206.3675079,227.4491882,76.08970642,0.0,184.2940369,14.71089305,12.48283787,0,4.028436699,4.552649249,0.164296179,1.548742522,0.30413345,0.275960288,4.142778199,4.100231962,,2023-01-11 09:43:00,,none,14.324143635486053,0.0,3.935089853588169,13.543819844329446,3.1206260659686413,0.027785092269429032,1.650725355274361,0.27392304041607485,0.2727838600178269,0,0.0
3350,2023-01-11 09:43:05.169295,2,0,286.5458069,156.2611694,85.6223526,62.36562347,297.6153564,193.5153046,206.6755219,227.5760193,76.23631287,0.0,184.6078033,14.49724393,13.5205622,0,3.906351483,4.206537663,0.168569161,1.582926383,0.308667852,0.273044008,4.105336633,4.10206324,,2023-01-11 09:43:05,,none,14.31755472769728,0.0,3.914904686519226,13.480998745659448,3.1197837121202854,0.026950491293398868,1.6471391814965848,0.27360380359351893,0.27192527321799553,0,0.0
3355,2023-01-11 09:43:10.236037,2,0,286.6495667,156.3662109,85.80815887,62.43562317,297.6439819,193.7867737,206.7715759,227.7256165,76.41378021,0.0,184.8726196,13.36795568,12.05553962,0,3.845308876,3.863630814,-0.00235014,1.683341472,0.291426316,0.272073924,4.160031087,4.117934318,,2023-01-11 09:43:10,,none,14.33700938490425,0.0,3.883921404949347,13.436356712649157,3.098119841593586,0.026989625196304202,1.6377868202151067,0.27275436417455245,0.2706635694135466,0,0.0
3360,2023-01-11 09:43:15.309037,2,0,286.7034607,156.4733429,85.97882843,62.48889923,297.6260986,194.0722809,207.0614777,228.0752411,76.52361298,0.0,185.1204376,13.36795568,12.02501831,0,3.906351483,4.437278721,0.053198633,1.231473569,0.298356292,0.262025969,4.161151489,4.120986449,,2023-01-11 09:43:15,,none,14.3396382175823,0.0,3.8410053994381896,13.412912002422296,3.067814362661043,0.026164611918689202,1.6183207067835241,0.27154815879984145,0.2690519058108986,0,0.0
3365,2023-01-11 09:43:20.374880,2,0,286.7017517,156.5766907,86.17429352,62.55909348,297.6073608,194.2350464,207.1077271,228.1373901,76.70805359,0.0,185.3751373,13.03222134,11.81136919,0,3.418010621,3.969387132,-0.008759614,1.78909779,0.290868991,0.253471489,4.173931388,4.122817727,,2023-01-11 09:43:20,,none,14.337159076840129,0.0,3.807640564706116,13.417490313639895,3.0345144595580456,0.025017764686325095,1.610884980298373,0.27044602622995584,0.2679154393602921,0,0.0
3370,2023-01-11 09:43:25.449835,2,0,286.6698608,156.6618347,86.32849121,62.60469818,297.6063843,194.1491547,206.946991,226.9763947,76.81608582,0.0,185.382431,13.67316872,13.94786046,0,3.601138445,2.899005005,-0.029056281,1.497466732,0.28004199,0.262114925,4.090115498,4.108777927,,2023-01-11 09:43:25,,none,14.339613297347617,0.0,3.808187684842834,13.452670585382235,3.0250725322982697,0.02670979702091371,1.599716763816807,0.2701311895450326,0.2680664327559779,0,0.0
3375,2023-01-11 09:43:30.511878,2,0,286.7025452,156.7822571,86.48582458,62.64691544,297.6240234,194.2936401,206.5346375,224.5960388,76.99832153,0.0,184.8379059,15.44340435,13.79525394,0,3.692702356,2.299719204,0.058539861,1.557288487,0.257354002,0.265954179,4.098762208,4.109998779,,2023-01-11 09:43:30,,none,14.349355724619148,0.0,3.8062761942209407,13.479031204251386,3.0170120474701076,0.02720196654205522,1.5946336267240022,0.26927535152092175,0.26816520106332375,0,0.0
3380,2023-01-11 09:43:35.569049,2,0,286.7183838,156.8693542,86.61701202,62.66979218,297.6175842,193.9205017,205.7472382,222.1358643,77.1445694,0.0,184.0976563,13.61212611,12.26918874,0,4.150521914,4.650927848,0.100201441,1.352185325,0.302783076,0.272622387,4.152205135,4.124649005,,2023-01-11 09:43:35,,none,14.371740461950168,0.0,3.809386816824557,13.48982090878366,3.02061378918742,0.026546489746905346,1.5946648963575925,0.2690084615582248,0.26835319854373263,0,0.0
3385,2023-01-11 09:43:40.623918,2,0,286.7572021,156.9137573,86.74344635,62.68554306,297.6286621,193.2541809,204.4448395,219.9948273,77.23139954,0.0,183.2866211,14.83297827,14.10046698,0,3.448531925,3.022921499,0.188865828,1.765596386,0.284643713,0.256009588,4.087921735,4.128311561,,2023-01-11 09:43:40,,none,14.373739746147542,0.0,3.80419910073685,13.535826335193768,3.026911028484827,0.025122625729993013,1.6097906535307054,0.269282002847531,0.2687032422303189,0,0.0
3390,2023-01-11 09:43:45.698351,2,0,286.8068542,156.9281464,86.80177307,62.69430161,297.6390076,192.4463654,203.3645325,218.142334,77.38663483,0.0,182.5053864,13.06274264,11.81136919,0,3.997915395,4.046300818,-0.018373825,1.664113051,0.291870885,0.277591668,4.173931388,4.058112563,,2023-01-11 09:43:45,,none,14.392094859096343,0.0,3.8115376883719723,13.555104328629222,3.010733724574807,0.022091069870117552,1.6206164139712138,0.268912503516793,0.26949241806609286,0,0.0
3395,2023-01-11 09:43:50.748397,2,0,286.7396851,156.9619293,86.87557983,62.73395538,297.665802,191.6901245,202.1174774,215.8041687,77.58062744,0.0,181.5771942,14.2835948,14.52776523,0,3.906351483,1.815803931,-0.130539617,1.764528141,0.236653016,0.27547565,4.07604423,4.121596875,,2023-01-11 09:43:50,,none,14.385317751452058,0.0,3.821680470357304,13.559531986542401,2.9939159051732744,0.02049851743291342,1.6299693701704439,0.26850744423092193,0.2702007094742016,0,0.0
3400,2023-01-11 09:43:55.829047,2,0,286.6956787,156.9880219,86.93053436,62.76249313,297.6607056,190.8157501,200.9047241,213.7632904,77.70856476,0.0,180.6218719,15.68757478,14.2835948,0,3.875830179,1.61283726,-0.115584178,1.451532169,0.224774622,0.270640476,4.086259849,4.11305091,,2023-01-11 09:43:55,,none,14.39744205656498,0.0,3.8281483454375014,13.588440389097272,2.9764774720098788,0.01921008377637696,1.6410436952763794,0.2685262449285616,0.27072038832854034,0,0.0
3405,2023-01-11 09:44:00.882864,2,0,286.6001282,156.9795685,86.98470306,62.78223419,297.6346741,189.8335876,199.6615295,211.8886871,77.83469391,0.0,179.6280518,13.58160481,13.15430656,0,3.875830179,4.326181174,0.156818459,1.797643755,0.30751668,0.274913211,4.128198626,4.117323892,,2023-01-11 09:44:00,,none,14.412813664219568,0.0,3.8316635496143627,13.59966875494313,2.9937805026110547,0.019434526177363264,1.6491347980304594,0.26935017587128945,0.27114438465041485,0,0.0
3410,2023-01-11 09:44:05.933665,2,0,286.5148315,156.9811554,87.10101318,62.76832962,297.6708984,188.8854675,198.2640686,209.5744934,77.95005798,0.0,178.3138275,13.45951959,14.68037175,0,3.906351483,1.67906849,-0.145495056,1.85532902,0.229530955,0.276248191,4.07387995,4.129532414,,2023-01-11 09:44:05,,none,14.408010500112953,0.0,3.828596254866348,13.596095753525125,2.9761412800844096,0.02097522504374891,1.6574511518768362,0.26851838542739487,0.2713495405921752,0,0.0
3415,2023-01-11 09:44:10.991839,2,0,286.3951416,157.0400238,87.18600464,62.77050781,297.6847534,188.144165,197.1582031,207.8100586,78.0553894,0.0,177.0996857,15.32131913,13.88681785,0,4.242085826,3.217342205,0.114088634,1.692955683,0.289405854,0.286934516,4.106777541,4.128311561,,2023-01-11 09:44:10,,none,14.40446837325057,0.0,3.835475078248408,13.564232612095372,2.9677755918199833,0.022780230005074124,1.6612196475478722,0.2678276809146015,0.27184716923861496,0,0.0
3420,2023-01-11 09:44:16.055771,2,0,286.2441406,157.0796967,87.21499634,62.71776962,297.6972656,186.8337097,195.7309723,205.7809906,78.18833923,0.0,175.8370361,15.0771487,15.32131913,0,3.906351483,1.721798315,-0.11024295,1.816872177,0.233467949,0.277182279,4.054671406,4.124649005,,2023-01-11 09:44:16,,none,14.402998158839292,0.0,3.8358022849434326,13.530211237817989,2.9611830123004776,0.02295752953866788,1.6491688320402784,0.26773377601308224,0.2721443794681345,0,0.0
3425,2023-01-11 09:44:21.114895,2,0,286.1318054,157.0874176,87.1529541,62.65727615,297.7577209,185.953598,194.3062439,203.9360657,78.26015472,0.0,174.643219,13.00170004,11.9029331,0,3.936872787,3.349804664,0.052130387,1.882035161,0.280847765,0.278421005,4.177110214,4.108777927,,2023-01-11 09:44:21,,none,14.35982157006006,0.0,3.8310275391626116,13.495662826325251,2.9830665464203903,0.024645353183180414,1.6497302281095387,0.2684542166874635,0.27233457344792367,0,0.0
3430,2023-01-11 09:44:26.179158,2,0,286.1278381,157.0716248,87.08381653,62.5887413,297.7620239,184.9580688,193.0751343,202.4299164,78.38123322,0.0,173.4778595,16.20643694,13.55108351,0,3.72322366,3.034672201,0.041447931,1.449395678,0.282496943,0.268508835,4.118782532,4.105725797,,2023-01-11 09:44:26,,none,14.31511208188586,0.0,3.8094704134282735,13.45746771214158,3.023601007376015,0.027520929277519385,1.649346862621665,0.26944210375505806,0.271818090877061,0,0.0
3435,2023-01-11 09:44:31.245312,2,0,286.2198792,157.0594482,87.11653137,62.53837585,297.7727661,183.9996948,191.9688721,200.9493408,78.44548035,0.0,172.4818573,14.10046698,13.12378525,0,3.662181052,3.571999756,0.103406178,1.609632524,0.293875311,0.268982699,4.135784741,4.120986449,,2023-01-11 09:44:31,,none,14.259278195417597,0.0,3.794440033294832,13.428123201399258,3.0167328131034976,0.029051313147810898,1.6577257996419552,0.2692740678911772,0.27133942310205345,0,0.0
3440,2023-01-11 09:44:36.314038,2,0,286.3900757,157.0227509,87.10664368,62.54404068,297.8062134,183.0409698,190.8064117,199.6379547,78.53701782,0.0,171.5891571,15.13819131,12.91013613,0,3.540095837,1.909809547,0.016878281,2.057227445,0.237020238,0.255725375,4.14027287,4.120986449,,2023-01-11 09:44:36,,none,14.279613990944176,0.0,3.7968367483546936,13.422590370866152,3.011271127761106,0.031432876526470546,1.6653477108236676,0.2693166629214847,0.2714730224137132,0,0.0
3445,2023-01-11 09:44:41.377536,2,0,286.618988,157.0147858,87.06304932,62.58337402,297.8269958,181.9941711,189.3809052,198.3003998,78.62823486,0.0,170.7521362,14.92454218,13.21534916,0,3.540095837,2.067909901,0.075631791,1.837168844,0.245335276,0.262660535,4.129237971,4.118544744,,2023-01-11 09:44:41,,none,14.325792780286877,0.0,3.8030156405999187,13.466895860546215,3.0243504019696927,0.032504629070052214,1.65442031210157,0.27046458076734603,0.27201817594346206,0,0.0
3450,2023-01-11 09:44:46.453976,2,0,286.8727722,157.0222931,87.11728668,62.63288498,297.8507996,180.9995117,188.2857513,197.3000946,78.68367004,0.0,169.9856415,15.68757478,13.21534916,0,4.089479307,2.390520083,0.040379685,1.634202173,0.258852296,0.283810783,4.130857916,4.103284092,,2023-01-11 09:44:46,,none,14.389007653237265,0.0,3.810506329453817,13.49987150691406,3.0342255812210777,0.03139532697471147,1.6372213101199429,0.2713351842155415,0.2726275115781874,0,0.0
3455,2023-01-11 09:44:51.521138,2,0,287.0440674,157.068985,87.21446228,62.68902588,297.8684692,180.1491699,187.2309875,195.9513855,78.82577515,0.0,169.3081207,14.13098828,13.55108351,0,3.936872787,4.396685386,0.176046881,1.492125504,0.311686518,0.27675917,4.125243368,4.103894518,,2023-01-11 09:44:51,,none,14.417184614738403,0.0,3.8168800331526493,13.51095248239822,3.0575821650001074,0.03217747216486263,1.621905212053175,0.272319714334315,0.273319060487287,0,0.0
3460,2023-01-11 09:44:56.594996,2,0,287.2463379,157.16922,87.37750244,62.78962708,297.9119568,179.3730927,186.2241364,195.2690582,78.90646362,0.0,168.4713745,15.35184043,13.67316872,0,3.72322366,2.034794286,-0.116652423,1.619246734,0.245118752,0.272422611,4.120862944,4.100231962,,2023-01-11 09:44:56,,none,14.431384667823558,0.0,3.8194250063482404,13.505683640620008,3.0623719842937236,0.03236381693023058,1.620647141363696,0.27227970483762887,0.2738750462631352,0,0.0
3465,2023-01-11 09:45:01.665860,2,0,287.3933411,157.2901001,87.56587219,62.87269974,297.9037476,178.4576874,185.2401276,194.7226715,79.00083923,0.0,167.8208466,14.06994567,13.27639177,0,3.784266268,2.67040044,0.091655476,1.576516909,0.26924251,0.274270666,4.136752534,4.114271762,,2023-01-11 09:45:01,,none,14.437825122409647,0.0,3.817985670727604,13.539328889565358,3.0488280971838826,0.032292689377465204,1.6280363068091865,0.27127702362557415,0.27424900464536517,0,0.0
3470,2023-01-11 09:45:06.742661,2,0,287.3978882,157.3936462,87.79840851,62.96544647,297.9545593,177.2844543,184.0339966,193.82724,79.06317139,0.0,167.1160431,13.33743438,11.9029331,0,3.692702356,5.147662068,0.137590038,1.767732878,0.300883525,0.271610744,4.190220014,4.11305091,,2023-01-11 09:45:06,,none,14.426071681838174,0.0,3.8118014829463993,13.587907260710109,3.0478129239446607,0.03394188051281328,1.6328348106031676,0.2708502659937037,0.274317023303599,0,0.0
3475,2023-01-11 09:45:11.814586,2,0,287.3455505,157.5239258,87.8704071,62.9808197,297.941925,176.3956146,183.2203522,192.9911652,79.19321442,0.0,166.4408569,13.67316872,14.95506348,0,3.662181052,2.700311317,-0.011964351,1.8478513,0.277148729,0.269558756,4.081806764,4.112440483,,2023-01-11 09:45:11,,none,14.447565612358364,0.0,3.809520994239138,13.634982537659099,3.0378612405484233,0.03366580047889346,1.6337415824824517,0.2709861692827636,0.27447228008232927,0,0.0
3480,2023-01-11 09:45:16.877350,2,0,287.1788635,157.6125336,88.00337219,63.02053833,297.9969177,175.5232697,182.2062531,192.1462097,79.22936249,0.0,165.6569366,16.29800085,13.09326395,0,3.631659749,2.636216579,0.095928458,1.606427787,0.26730831,0.269943306,4.151483269,4.094127701,,2023-01-11 09:45:16,,none,14.469580772965399,0.0,3.817839577831748,13.631981376167156,3.0448906238858746,0.033883157522782294,1.6254666173227743,0.2711717233581226,0.27486706191832694,0,0.0
3485,2023-01-11 09:45:21.943767,2,0,287.0424805,157.6505585,88.01825714,63.06610489,298.0032654,174.6267853,181.4077759,191.4944916,79.25569916,0.0,164.8594055,14.03942437,12.94065743,0,4.089479307,4.129623978,0.150408985,1.801916738,0.302733529,0.287308668,4.1586528,4.091685997,,2023-01-11 09:45:21,,none,14.487586340246171,0.0,3.831838247586138,13.629132143516298,3.0392464878810355,0.03311243378458508,1.623497489165795,0.27110078036472607,0.27542302892214593,0,0.0
3490,2023-01-11 09:45:27.005642,2,0,286.9034424,157.6633301,87.95694733,63.04134369,298.0391541,173.9553223,180.8221436,190.678833,79.27462006,0.0,164.0782318,13.97838176,15.0771487,0,3.692702356,1.285954096,-0.092082774,1.484647784,0.205374277,0.271157783,4.083900866,4.105725797,,2023-01-11 09:45:27,,none,14.503453207216157,0.0,3.8226600459322357,13.609761817073142,3.0336075028599176,0.03328894262851326,1.6195583146578263,0.27064271149888236,0.2751191582083755,0,0.0
3495,2023-01-11 09:45:32.061555,2,0,286.7513733,157.6456757,87.87677002,63.03531265,298.0726318,173.2692719,179.9512329,190.2207947,79.35941315,0.0,163.2911224,13.91733915,12.11658222,0,3.72322366,4.752411183,0.138658283,1.742094982,0.301878926,0.27419322,4.190504854,4.10206324,,2023-01-11 09:45:32,,none,14.545251613255184,0.0,3.8172286137556033,13.597511159787231,3.0516490701154977,0.032512227726060994,1.6054062973740073,0.27178678630559633,0.2750295926132213,0,0.0
3500,2023-01-11 09:45:37.127723,2,0,286.60672,157.5827789,87.77733612,63.04688644,298.0692444,172.6361542,179.3852081,189.8693237,79.49743652,0.0,162.7203522,14.55828653,13.73421133,0,4.028436699,2.58707728,0.028628983,1.336161641,0.268396602,0.275938213,4.131577318,4.097790258,,2023-01-11 09:45:37,,none,14.58587047788019,0.0,3.821728588954174,13.589641499112519,3.051611280702237,0.02929437377980859,1.5991104959845392,0.27282123629035826,0.27532289938217636,0,0.0
3505,2023-01-11 09:45:42.193556,2,0,286.5990601,157.4650269,87.63118744,63.05905151,298.0939331,171.8569641,178.5919952,189.0871887,79.63621521,0.0,162.1803284,13.61212611,12.63544439,0,3.784266268,3.625412038,0.010468807,1.609632524,0.29160098,0.276410322,4.173049479,4.079477475,,2023-01-11 09:45:42,,none,14.625213948587918,0.0,3.8223506603028365,13.576074611879388,3.0565185049762276,0.024914562943649455,1.5879708045871748,0.2733250321957931,0.27541884389179844,0,0.0
3510,2023-01-11 09:45:47.244852,2,0,286.6360779,157.3531036,87.54568481,63.07172012,298.1323853,171.2750702,177.851181,188.4990692,79.76919556,0.0,161.7158661,15.65705347,15.32131913,0,3.845308876,1.296636552,-0.11985716,1.602154804,0.20658756,0.27849123,4.07535039,4.079477475,,2023-01-11 09:45:47,,none,14.672042113388958,0.0,3.8330556359457364,13.579537168835882,3.033745777308115,0.021542241488680544,1.5696013360443124,0.27251315598756765,0.2755957062830183,0,0.0
3515,2023-01-11 09:45:52.295059,2,0,286.6555176,157.2503357,87.49668121,63.11194611,298.1403198,170.7440948,176.9922638,187.9692841,79.86252594,0.0,161.2910614,15.44340435,13.5205622,0,3.570617141,2.273013063,-0.007691369,1.383164449,0.255285875,0.266262162,4.139265035,4.083140032,,2023-01-11 09:45:52,,none,14.699578612520853,0.0,3.840451316920679,13.585593116911523,3.042385276054346,0.022262158795773496,1.5658679947934626,0.2728254590056044,0.2758293283257727,0,0.0
3520,2023-01-11 09:45:57.369319,2,0,286.7237549,157.1761627,87.54123688,63.16405487,298.1572571,170.0727539,176.2772064,187.2839203,79.97544861,0.0,160.8508301,15.47392565,13.76473263,0,3.845308876,1.985654987,-0.101696984,1.504944451,0.243176885,0.277148122,4.133705823,4.086192162,,2023-01-11 09:45:57,,none,14.721664771059512,0.0,3.8430550194512674,13.61803346663912,3.052685799092151,0.022062931203838627,1.5792169740294162,0.27334474855419355,0.2762135212973501,0,0.0
3525,2023-01-11 09:46:02.418016,2,0,286.767334,157.1198273,87.59568024,63.21610641,298.1755676,169.6134491,175.6068115,186.7272339,80.07302856,0.0,160.4117432,15.35184043,13.91733915,0,3.601138445,4.123214504,0.168569161,1.882035161,0.310129063,0.267855724,4.131450837,4.085581736,,2023-01-11 09:46:02,,none,14.71107067587368,0.0,3.8455749642311887,13.628455895733842,3.0829080045479715,0.025961820178078746,1.5871177136679275,0.27400079181654663,0.2764074521742988,0,0.0
