,datetime,state,tg,ti,tw1,tw2,tw3,tc1,tc2,tc3,to,thop,tcool,tv,pg,pi,po,pv,dpo,dpf,dpv,mdoti,mdoto,gai,gao,m_add,datetime_tooltip,value_display,event_display,pg_lowpass,po_lowpass,pv_lowpass,pi_lowpass,dpo_lowpass,dpf_lowpass,dpv_lowpass,mdoti_lowpass,mdoto_lowpass,ms,fill_height
11710,2023-01-11 12:04:14.661567,4,0,397.7392273,191.6000519,179.3838654,129.6605988,397.3856812,531.015564,304.1296082,283.5115051,238.9424591,0.0,226.192688,23.47050726,22.52434684,0,4.455734953,6.502197534,0.499725308,2.407612013,0.371295329,0.277130038,8.6893187,2.793920156,,2023-01-11 12:04:14,,none,24.64795576284654,0.0,4.525311734570355,23.74098189553963,3.904359670398532,0.4983817030491855,2.046837366652568,0.310775606978987,0.2820909815673912,0,0.0
11715,2023-01-11 12:04:19.728361,4,0,397.6165466,191.6690521,179.4889984,129.5850983,397.2569885,531.4995728,305.192688,283.8296204,240.0679321,0.0,226.3739777,24.11145465,22.03600598,0,4.486256257,5.704218044,0.514680747,2.020907093,0.356086966,0.282436057,8.713194858,2.782322061,,2023-01-11 12:04:19,,none,24.570093497957867,0.0,4.535800549390978,23.626966658509623,3.9890766513058242,0.5023157329809685,2.052111567007822,0.312890349661902,0.28234627590200256,0,0.0
11720,2023-01-11 12:04:24.799646,4,0,397.4425964,191.6756134,179.5943909,129.513916,397.1055298,532.0238647,306.1304321,284.7152405,237.478714,67.46807861,226.6180267,22.58538945,24.96605115,0,4.364171041,3.189567818,0.514680747,2.088206568,0.29861924,0.27803065,8.515409873,2.791478452,,2023-01-11 12:04:24,,none,24.539922132616418,0.0,4.543961703775728,23.57157433289964,3.9614383946801444,0.5059124577943174,2.051680693387019,0.3123496299330453,0.2825481159555593,0,0.0
11725,2023-01-11 12:04:29.866683,4,0,397.2840271,191.6734619,179.7186127,129.423645,397.0747986,532.5228271,306.9387512,285.8357544,237.9741058,82.47571564,226.865509,25.69856245,23.16529423,0,4.883033207,3.758942742,0.486906361,2.186485167,0.313719431,0.29504625,8.628177243,2.79330973,,2023-01-11 12:04:29,,none,24.55637671068638,0.0,4.548740981407713,23.482926281683305,3.97943927334573,0.5095709950757502,2.059710018727036,0.3129860580603469,0.28262641305603736,0,0.0
11730,2023-01-11 12:04:34.929587,4,0,397.1546326,191.6838226,179.7753754,129.3572998,397.0403748,533.0752563,307.9742126,284.5861511,237.5973053,96.45951843,226.8336945,24.5082316,25.57647723,0,4.303128434,3.535679404,0.523226712,2.462092541,0.312804004,0.268165347,8.455433125,2.794530582,,2023-01-11 12:04:34,,none,24.469296558098396,0.0,4.538996287124782,23.41498657290748,3.9947625092561276,0.5137184805683683,2.0729215837074055,0.31336098228766224,0.28220301050970065,0,0.0
11735,2023-01-11 12:04:39.997232,4,0,396.9446411,191.6708221,179.90065,129.3400269,396.9570618,533.7709961,309.0167542,284.0311279,238.1558075,106.8572998,226.6761017,27.13306373,23.13477292,0,4.486256257,2.522982542,0.537113906,1.935447442,0.26736564,0.282010144,8.616876277,2.790868026,,2023-01-11 12:04:39,,none,24.409112535128962,0.0,4.523788762597038,23.289765941432137,4.083240861414668,0.516714336245721,2.065319556498695,0.31558928427333993,0.2817585342438505,0,0.0
11740,2023-01-11 12:04:45.073508,4,0,396.7844238,191.6252289,179.929306,129.2764893,396.8200989,534.3829956,309.9811401,284.4246826,237.7474823,118.9976883,226.68013,23.59259248,21.82235686,0,4.516777561,5.244872421,0.512544256,1.773074106,0.346664819,0.280882155,8.690646998,2.77926993,,2023-01-11 12:04:45,,none,24.211308197219136,0.0,4.512789969562359,23.22543644409787,4.237484351612286,0.5194332536153515,2.053129129170843,0.3198521983869635,0.28141955933710694,0,0.0
11745,2023-01-11 12:04:50.137361,4,0,396.7569275,191.5741425,179.9734802,129.2292938,396.7835388,534.9191895,310.7145081,285.5454407,238.5328674,127.2967377,226.8157501,22.12756989,24.05041204,0,4.211564522,3.010102552,0.521090221,1.541264803,0.289741912,0.268292401,8.533214265,2.787815895,,2023-01-11 12:04:50,,none,24.080990860438995,0.0,4.50219792098912,23.30314677701593,4.217805592042577,0.5227252299811912,2.0417478967242486,0.31965372676153886,0.2809765356486396,0,0.0
11750,2023-01-11 12:04:55.206594,4,0,396.8070374,191.5070953,180.0487061,129.197937,396.7898254,535.5515137,311.7086792,285.7800598,238.1313934,135.3106842,227.0102386,22.24965511,23.10425162,0,4.516777561,3.989683799,0.529636186,2.284763765,0.320684885,0.281714961,8.587675668,2.788426322,,2023-01-11 12:04:55,,none,24.096531450262546,0.0,4.5146919691959235,23.367361617541086,4.187358344984544,0.5265231238618879,2.0454100937243678,0.31903594983738665,0.2812586557964788,0,0.0
11755,2023-01-11 12:05:00.277982,4,0,396.8314819,191.3938141,180.1999969,129.187561,396.5286865,536.1166382,312.4818115,287.1038208,238.4002075,142.460556,227.2432556,24.17249725,22.67695336,0,4.303128434,5.146593822,0.541386888,2.162983763,0.348370448,0.274814798,8.618770216,2.789036748,,2023-01-11 12:05:00,,none,24.103784720680583,0.0,4.52073762290321,23.446203131332958,4.1806465957261425,0.5298740610479113,2.042771780912516,0.3193143208598754,0.281220203050922,0,0.0
11760,2023-01-11 12:05:05.350186,4,0,396.618866,191.4258423,180.2155304,129.2021179,396.4429932,536.8071289,313.3287354,287.1432495,237.9826508,150.4360352,227.4097443,22.76851728,24.72188072,0,4.944075815,3.235502381,0.515748993,1.801916738,0.29996734,0.29133968,8.481859531,2.789036748,,2023-01-11 12:05:05,,none,24.142873432489377,0.0,4.523078679444598,23.572966372781735,4.119336164721255,0.5328628169331416,2.038952023202479,0.3180667367364337,0.2809752567659825,0,0.0
11765,2023-01-11 12:05:10.411505,4,0,396.3299255,191.4017029,180.3683167,129.2091522,396.0394592,537.4473267,314.2746277,288.5263977,238.5044098,154.6921692,227.3615723,24.81344463,22.31069772,0,4.944075815,5.86445489,0.552069344,1.793370773,0.36058616,0.291138038,8.645808181,2.788426322,,2023-01-11 12:05:10,,none,24.220209136386703,0.0,4.522648918664421,23.644658828566826,4.104303162262994,0.5358729340863513,2.035689294713984,0.3179995125353113,0.28089422456379876,0,0.0
11770,2023-01-11 12:05:15.479998,4,0,396.0354004,191.359024,180.4665985,129.2062225,395.7704468,538.1173096,315.0854797,289.0610352,238.3346405,160.7198334,227.2261047,23.43998596,25.66804114,0,4.486256257,4.077279941,0.527499695,2.31787938,0.331165379,0.279927123,8.427419462,2.778049078,,2023-01-11 12:05:15,,none,24.2776053067692,0.0,4.496433683710714,23.74778285742461,4.002891154034053,0.5382217807008688,2.03642428344732,0.3156061711679205,0.28023995367712795,0,0.0
11775,2023-01-11 12:05:20.526694,4,0,395.8041992,191.2866364,180.5349579,129.210144,395.4428406,538.7810669,315.813385,289.355896,238.4868164,165.36586,227.0736694,25.72908375,23.10425162,0,4.242085826,4.314430472,0.546728116,2.025180076,0.3301312,0.273860095,8.61004329,2.787815895,,2023-01-11 12:05:20,,none,24.423353141736875,0.0,4.470106239839956,23.675414561571795,3.9910668238758804,0.5403815380034698,2.0323092352825394,0.3150890929675472,0.2794555957708252,0,0.0
11780,2023-01-11 12:05:25.569606,4,0,395.7198792,191.2138062,180.5991974,129.2132111,395.3059692,539.4703369,316.7151489,289.7298889,238.2868805,170.201416,227.0870361,24.99657246,22.76851728,0,4.608341472,3.954431693,0.52856794,1.860670248,0.318848993,0.28454349,8.63483762,2.788426322,,2023-01-11 12:05:25,,none,24.456042556623082,0.0,4.462661549784879,23.588483300353722,3.9946203875872754,0.5423704428276729,2.0312499227565377,0.31522550212180384,0.27901181064318376,0,0.0
11785,2023-01-11 12:05:30.636609,4,0,395.8308716,191.1485291,180.6314392,129.2162323,395.2394714,540.31073,317.6487427,290.3909607,238.6982117,175.806839,227.313446,25.48491332,22.31069772,0,4.303128434,5.866591381,0.558478818,1.682273227,0.360757138,0.273581334,8.668319399,2.788426322,,2023-01-11 12:05:30,,none,24.419215530981695,0.0,4.4440934449258656,23.454462582127498,3.9842721385492665,0.544885093790634,2.0340035727368373,0.31424063883510095,0.2780934857838346,0,0.0
11790,2023-01-11 12:05:35.702012,4,0,396.0353394,191.0731506,180.7015076,129.2940826,395.3464355,541.0515747,318.480835,290.4286499,238.3920135,180.2950439,227.5662231,23.40946466,22.58538945,0,4.547298865,2.420430961,0.559547064,1.670522525,0.261830263,0.279176763,8.649099088,2.787205469,,2023-01-11 12:05:35,,none,24.34686423598731,0.0,4.42212183784045,23.338490827284495,3.916444980861474,0.5468956041798624,2.0302759071219905,0.31157491620726324,0.27742557190251926,0,0.0
11795,2023-01-11 12:05:40.745822,4,0,396.2932129,191.0281067,180.78479,129.3848419,395.3858948,541.7681885,319.130188,291.8179016,237.3589478,185.8914642,227.9130096,22.92112379,22.52434684,0,4.455734953,5.362379441,0.549932853,2.314674643,0.352311332,0.278528449,8.645872107,2.7762178,,2023-01-11 12:05:40,,none,24.29029961524321,0.0,4.411956509660308,23.22691448324339,3.935979405830216,0.548837589061919,2.0374288076926206,0.3117409121975199,0.27717018021026824,0,0.0
11800,2023-01-11 12:05:45.820027,4,0,396.5815125,190.9855499,180.9219818,129.4938202,395.4029236,542.5292969,320.0403442,291.8890686,238.3639832,187.5577087,228.34935,24.69135942,22.9516451,0,4.303128434,2.420430961,0.523226712,1.882035161,0.262432676,0.27564578,8.595237084,2.786595043,,2023-01-11 12:05:45,,none,24.331183914014186,0.0,4.417802749003715,23.153121986635703,3.8659477378190377,0.5519017780133392,2.0296869368883503,0.3092638539018195,0.2774015914312448,0,0.0
11805,2023-01-11 12:05:50.892584,4,0,396.9137878,190.983551,181.0903625,129.6133881,395.5249634,543.310791,320.7752075,293.0075684,238.5149536,190.7150574,228.8132324,25.57647723,23.04320901,0,4.242085826,2.584940789,0.569161275,2.402270785,0.269925989,0.266439756,8.584431999,2.778049078,,2023-01-11 12:05:50,,none,24.3098961673449,0.0,4.408327739097356,23.027749532416948,3.9442343026389985,0.5557971741103163,2.0160818051251552,0.31104104976017694,0.2770137533518694,0,0.0
11810,2023-01-11 12:05:55.951433,4,0,397.3021851,191.0390167,181.2645416,129.7391815,395.7236023,544.0940552,321.383728,294.1095276,238.8837585,193.8974457,229.2485504,23.16529423,23.01268771,0,4.852511903,3.872176779,0.572366011,2.400134294,0.316762344,0.292443478,8.583555106,2.785984617,,2023-01-11 12:05:55,,none,24.142072613840075,0.0,4.37358931027381,22.925619127101942,4.048606413791928,0.5592772816895931,1.985818657313394,0.3134398635679519,0.27580809876072226,0,0.0
11815,2023-01-11 12:06:01.019564,4,0,397.5973206,191.1056366,181.4520569,129.879303,395.8621521,544.8880005,322.3191528,293.479126,237.753479,199.2337646,229.5677032,22.00548468,22.24965511,0,4.455734953,5.022677329,0.548864607,1.663044805,0.34369847,0.27632029,8.632061974,2.785374191,,2023-01-11 12:06:01,,none,23.973430344236046,0.0,4.300404991555347,22.873115739333684,4.101445835638534,0.5629660749844811,1.943482775373293,0.3146169378039957,0.2732541167929796,0,0.0
11820,2023-01-11 12:06:06.086455,4,0,397.7286987,191.1838226,181.7358856,130.0157928,395.9898376,545.8528442,323.1955261,293.9128113,238.6288452,200.1749268,229.8517303,25.11865767,23.10425162,0,4.455734953,3.129746063,0.562751801,1.728207789,0.291893826,0.277631058,8.560834522,2.787815895,,2023-01-11 12:06:06,,none,23.849475926605056,0.0,4.20231099858746,22.754850889101505,4.116211686230129,0.5670291616784678,1.888749792698853,0.31446876219517916,0.26986630624463814,0,0.0
11825,2023-01-11 12:06:11.161682,4,0,397.8164368,191.2893524,182.0016785,130.1983185,396.0697632,546.6951294,323.9477539,293.0410461,238.5618286,202.9251251,230.1477661,22.37174032,22.12756989,0,4.150521914,5.790745941,0.572366011,2.120253937,0.35799985,0.268434768,8.613546617,2.7762178,,2023-01-11 12:06:11,,none,23.672084205804737,0.0,4.104830288914933,22.64560747665799,4.169995870568263,0.5712767551818289,1.8374727754362679,0.3152577421577812,0.2664302323844091,0,0.0
11830,2023-01-11 12:06:16.242036,4,0,397.9196167,191.3865662,182.284729,130.3625488,396.2230225,547.5635986,324.4941711,292.7001038,238.3064575,205.8574524,230.3064728,24.87448724,24.01989073,0,3.936872787,3.299597119,0.576638994,1.40239287,0.300343655,0.257050297,8.46867992,2.785374191,,2023-01-11 12:06:16,,none,23.67223290217049,0.0,4.005793054905832,22.632549769340827,4.03659881832671,0.574593466204384,1.7906379671347763,0.31106292937671964,0.26291716700755263,0,0.0
11835,2023-01-11 12:06:21.312646,4,0,398.0897522,191.4930267,182.5631866,130.5362701,396.2975159,548.4180298,325.339386,291.4627075,237.8211365,211.0459442,230.5193787,24.78292333,21.4255799,0,3.418010621,1.953607618,0.600140398,1.752777439,0.236454745,0.242544818,8.646188794,2.785984617,,2023-01-11 12:06:21,,none,23.724365315323055,0.0,3.915656821857561,22.56806550497909,4.0244399905748445,0.5783669091424956,1.747999393185806,0.3102118466373284,0.2597003686946019,0,0.0
11840,2023-01-11 12:06:26.385266,4,0,398.4088745,191.5932922,182.8574219,130.7091675,396.1568298,549.3209229,326.1095581,293.9467468,238.8360443,209.3953247,230.7798004,22.49382554,23.34842205,0,4.150521914,5.292943475,0.57770724,1.79657551,0.353902117,0.269756741,8.497929067,2.787205469,,2023-01-11 12:06:26,,none,23.701783142326207,0.0,3.855361546604197,22.59047978131958,4.141023062372102,0.5820406838902957,1.7042977374080186,0.3136977688108737,0.25741390788830715,0,0.0
11845,2023-01-11 12:06:31.457299,4,0,398.713623,191.7513885,183.2297821,130.9055328,396.0812073,550.2408447,326.6136169,295.004303,238.4334717,211.7707825,231.1492767,22.82955988,23.65363509,0,3.692702356,4.678702234,0.590526187,1.767732878,0.340837049,0.253781738,8.481625794,2.786595043,,2023-01-11 12:06:31,,none,23.720202153260413,0.0,3.789114216449388,22.656106158255664,4.148137385893507,0.5853346875166918,1.653950813328622,0.3142625111988959,0.25481244968295397,0,0.0
11850,2023-01-11 12:06:36.526710,4,0,398.932251,191.9441071,183.5858002,131.1044464,396.1008301,551.1165161,327.4294434,296.6492004,238.393219,213.6881256,231.5821686,24.41666768,23.16529423,0,3.601138445,2.420430961,0.588389696,1.206903919,0.262381719,0.242449215,8.520865314,2.785374191,,2023-01-11 12:06:36,,none,23.736919705198854,0.0,3.720748885692302,22.63939525526004,4.1306576722349115,0.5881490584470115,1.5872025741798699,0.3135928221499065,0.2519856841745938,0,0.0
11855,2023-01-11 12:06:41.612614,4,0,399.0913086,192.1711121,183.987381,131.3213196,396.0744324,552.0913696,328.1284485,297.8358459,238.4354858,215.9978638,232.0072632,21.4255799,20.50994079,0,3.784266268,7.0,0.616164083,1.393846905,0.364023315,0.252740524,8.714227623,2.7762178,,2023-01-11 12:06:41,,none,23.62031972840439,0.0,3.6533069430144334,22.591473372249943,4.2154781748610075,0.5913255796836818,1.5388014226613935,0.3156334620400345,0.24924031501220445,0,0.0
11860,2023-01-11 12:06:46.683759,4,0,399.3078003,192.4539795,184.4605713,131.5428772,395.9823914,553.0643311,328.649231,299.8842163,238.8156128,218.331543,232.4884186,25.82064766,23.01268771,0,3.814787572,2.530460261,0.591594433,1.496398486,0.266985441,0.255773289,8.529833273,2.788426322,,2023-01-11 12:06:46,,none,23.619669333298166,0.0,3.5839956803556468,22.537010111629222,4.190479266730704,0.5938202954172433,1.4940852161813152,0.3147767046779383,0.24647455688702039,0,0.0
11865,2023-01-11 12:06:51.739688,4,0,399.4491577,192.6954041,184.953064,131.7458038,395.9752197,554.2185669,329.4348145,300.746582,238.4419708,220.2215881,232.9299774,24.93552985,22.24965511,0,3.875830179,3.31882554,0.573434257,1.315864974,0.296131506,0.252146139,8.587017295,2.788426322,,2023-01-11 12:06:51,,none,23.52789849113147,0.0,3.516889909375994,22.368459622927475,4.311318920438069,0.5973667019798573,1.4376211637004186,0.31777144355779646,0.2436205452030717,0,0.0
11870,2023-01-11 12:06:56.808865,4,0,399.4619141,192.8805084,185.3641968,131.9354553,396.047699,555.1865845,330.1928406,301.1143494,238.4105682,220.6643677,233.2008362,23.07373031,20.84567513,0,3.234882798,6.469081919,0.602276889,1.344707606,0.360394206,0.235988173,8.682681619,2.7902576,,2023-01-11 12:06:56,,none,23.326652262338737,0.0,3.454268913345882,22.24490936761358,4.365369252747908,0.6014895800733255,1.3834233117534374,0.31869502471543254,0.24077052537985416,0,0.0
11875,2023-01-11 12:07:01.872910,4,0,399.621521,193.0682373,185.7399597,132.1464996,395.9651489,556.2128296,330.8342285,300.3122559,238.6674194,223.4814758,233.3971863,24.11145465,23.25685814,0,3.509574533,4.161671347,0.604413381,1.065895495,0.325468549,0.233785667,8.508644086,2.79330973,,2023-01-11 12:07:01,,none,23.16711547493867,0.0,3.3921393282942147,22.198938221383383,4.290623632496835,0.6054727345416414,1.3451978325617133,0.31675532262512274,0.23813348886363378,0,0.0
11880,2023-01-11 12:07:06.942753,4,0,399.7386475,193.1868439,186.0843048,132.339859,396.3162231,557.2332153,331.3565063,299.2823792,238.7493286,225.2491455,233.5534515,22.00548468,23.40946466,0,3.265404102,3.03253571,0.59479917,1.118239531,0.28850262,0.230999418,8.496744564,2.782322061,,2023-01-11 12:07:06,,none,22.971677744635215,0.0,3.327540454816922,22.117639805235136,4.236131318233702,0.6100403284833377,1.3253589558908336,0.3147544904419713,0.23570166239001922,0,0.0
11885,2023-01-11 12:07:12.000451,4,0,399.7850647,193.2588196,186.4311066,132.5207825,396.78479,558.2648315,332.0810242,298.5243835,239.4296875,225.55336,233.7206573,21.54766512,20.81515383,0,3.784266268,6.315254548,0.614027591,1.503876206,0.358162427,0.254759312,8.668141355,2.792088878,,2023-01-11 12:07:12,,none,22.8541737810975,0.0,3.2616953289432202,21.947032296310777,4.213497722257361,0.6154504840275097,1.317295336280716,0.31288587606150947,0.23337264968673782,0,0.0
11890,2023-01-11 12:07:17.077001,4,0,399.6965637,193.3156128,186.7166748,132.7142181,397.0778809,559.3571777,332.7334595,296.2159424,239.1428223,227.5497742,233.8347015,24.20301856,20.81515383,0,3.051754975,2.502685875,0.589457942,1.155628128,0.261130522,0.226649554,8.655988335,2.795141008,,2023-01-11 12:07:17,,none,22.848239543588306,0.0,3.179660926525139,21.860125564035826,4.142319870394469,0.6209226220343548,1.2958305626296116,0.31023797631186395,0.23019406185519029,0,0.0
11895,2023-01-11 12:07:22.152119,4,0,399.5238037,193.338089,186.9324188,132.9374084,397.0056458,560.4622192,333.2071838,296.149353,239.0287476,228.400589,233.8267517,22.09704859,20.99828165,0,3.082276279,5.804633134,0.65355268,1.281681113,0.351890509,0.230049617,8.626341593,2.793920156,,2023-01-11 12:07:22,,none,22.824457438278024,0.0,3.076985770659557,21.850637150554753,4.182678598157261,0.6264379959400842,1.244058147741692,0.31106311903643163,0.22582489329894684,0,0.0
11900,2023-01-11 12:07:27.208187,4,0,399.29599,193.3842316,187.1455536,133.1756439,396.9725952,561.5450439,333.9320374,295.8551025,239.1326294,230.2813568,233.7084351,24.66083812,23.10425162,0,2.654978025,2.377701135,0.640733732,1.122512514,0.26021499,0.213334379,8.480311083,2.797582713,,2023-01-11 12:07:27,,none,22.91596153037381,0.0,2.9474656304006848,21.928405450206707,4.035977369438209,0.6304688527234488,1.1794736710923084,0.30766312964843595,0.2203935614726425,0,0.0
11905,2023-01-11 12:07:32.274345,4,0,399.1216736,193.4516754,187.3539886,133.3555603,396.8519592,562.9130859,334.6589355,293.7723083,239.3222046,231.0967255,233.3452454,22.09704859,20.90671774,0,2.77706324,6.440239287,0.62898303,1.438713222,0.360507194,0.217048126,8.619143013,2.785984617,,2023-01-11 12:07:32,,none,22.96001234560542,0.0,2.823778691143575,21.9168459787113,4.001322881654446,0.633390907659055,1.1288127170091653,0.3068673284623411,0.21528719305756366,0,0.0
11910,2023-01-11 12:07:37.335207,4,0,398.8772888,193.5605316,187.5408325,133.5785828,396.8045349,564.1013794,335.2723389,292.9432373,238.8119659,234.2996063,233.1669617,20.75411122,23.01268771,0,2.288722378,5.81531559,0.627914785,1.256043218,0.362485698,0.19457377,8.465665528,2.788426322,,2023-01-11 12:07:37,,none,22.92005756817424,0.0,2.705635555222888,21.876629592800757,4.008825345579326,0.6361014697332806,1.0893087065161062,0.30717330872316856,0.21072580304947489,0,0.0
11915,2023-01-11 12:07:42.386544,4,0,398.6091614,193.665863,187.7192383,133.7338409,396.6545715,565.2598267,335.7835999,293.955719,238.9911041,233.5917664,232.9981079,23.10425162,21.33401599,0,2.319243682,5.224575754,0.641801978,0.855451105,0.343544605,0.196324802,8.573984013,2.795751435,,2023-01-11 12:07:42,,none,22.878872140218164,0.0,2.6085950576372476,21.813876259554423,4.0526658185749875,0.6397242651616211,1.0392296401101189,0.3083008062795649,0.20665048719431722,0,0.0
11920,2023-01-11 12:07:47.436062,4,0,398.3011475,193.7546997,187.8604889,133.8721161,396.5326538,566.4716797,336.4483337,293.922821,239.0481415,234.9013062,232.7372742,22.1886125,23.68415639,0,2.716020632,3.339122207,0.645006715,1.079782688,0.300838813,0.214944924,8.411278793,2.798193139,,2023-01-11 12:07:47,,none,22.803123844198286,0.0,2.5448310082684413,21.82775469729302,4.077082798087086,0.6431624685742038,1.004206735808433,0.30919952410358825,0.20405362893377535,0,0.0
11925,2023-01-11 12:07:52.497899,4,0,398.0046997,193.8346252,188.0440063,134.0302124,396.3832397,567.7237549,337.0445557,294.4320068,239.4170685,235.9155579,232.4445496,23.47050726,19.59430167,0,2.166637163,6.404987181,0.651416188,0.812721279,0.351837136,0.190178155,8.700435794,2.798193139,,2023-01-11 12:07:52,,none,22.748079572955238,0.0,2.50454817704283,21.797108451216282,4.112907929757288,0.6452194953639379,0.9825488535090898,0.30984306069650386,0.2022181076519913,0,0.0
11930,2023-01-11 12:07:57.569374,4,0,397.6893921,193.8939209,188.1484222,134.1209564,396.1585693,568.9334106,337.5365601,294.7164612,238.9888306,237.0180359,232.1037598,21.3645373,23.59259248,0,2.319243682,2.783634477,0.66316689,1.095806373,0.279384201,0.199723337,8.407048039,2.800024417,,2023-01-11 12:07:57,,none,22.705555718213393,0.0,2.5014875480846417,21.84854728149157,4.02045184056292,0.6464981031698094,0.9726347445986273,0.3074662767045724,0.2017021056178897,0,0.0
11935,2023-01-11 12:08:02.639628,4,0,397.4623718,193.9391022,188.2570953,134.2079468,396.0240173,570.1913452,338.2586365,296.0678711,238.6036835,237.8891296,232.1930847,23.7757203,21.60870773,0,2.716020632,2.786839214,0.625778293,1.026370407,0.275146643,0.213762281,8.548784525,2.789647174,,2023-01-11 12:08:02,,none,22.786160159659776,0.0,2.498809956308757,21.73727124956401,3.998655313834245,0.6478355362977193,0.9679652291346811,0.3062441766601922,0.2018466851458915,0,0.0
11940,2023-01-11 12:08:07.707452,4,0,397.3150635,193.9118347,188.3091888,134.2502747,396.0897522,571.4987793,338.7703552,298.635498,238.7646027,238.8125305,232.5058136,21.97496337,23.80624161,0,2.593935417,3.031467464,0.661030399,0.965480405,0.289900553,0.208276619,8.395656589,2.800634843,,2023-01-11 12:08:07,,none,22.722437651327315,0.0,2.4763144286793,21.618026713133762,4.065709910263874,0.6520236563087056,0.9680985803365608,0.3075607791734456,0.2015828022879923,0,0.0
11945,2023-01-11 12:08:12.784020,4,0,397.2378235,193.8927155,188.2886353,134.2946167,396.0523071,572.7803345,339.2710571,300.9391785,239.9655762,238.4183655,232.9755402,20.93723904,20.90671774,0,2.319243682,5.486295935,0.65355268,1.109693566,0.346673451,0.199447298,8.602445132,2.801245269,,2023-01-11 12:08:12,,none,22.57933827655029,0.0,2.448293194737251,21.482062585962765,4.110038022714939,0.6558449190221992,0.9600148697598405,0.3083442708811962,0.20070042406458358,0,0.0
11950,2023-01-11 12:08:17.865408,4,0,397.0379028,193.8535767,188.3005981,134.34935,395.8898926,574.1121826,339.9343262,300.6235962,238.3785858,241.4175262,233.0270996,24.38614638,21.45610121,0,2.624456721,6.161427176,0.677054084,1.005005494,0.360534824,0.210226416,8.53674417,2.802466121,,2023-01-11 12:08:17,,none,22.491403378585506,0.0,2.444470738691148,21.345212136963443,4.1315651903865085,0.6589111218287695,0.9583224960374932,0.30850735034329035,0.2006302008055361,0,0.0
11955,2023-01-11 12:08:22.919630,4,0,396.8318176,193.8540649,188.3436279,134.3987274,395.8502808,575.7200928,340.6099854,300.2974243,238.6759491,240.5139313,233.1870575,23.01268771,21.15088817,0,2.288722378,1.929037969,0.666371627,1.011414968,0.234916567,0.198210333,8.558022298,2.802466121,,2023-01-11 12:08:22,,none,22.355191082094784,0.0,2.4422594445539016,21.25209863533428,4.060440067637951,0.6621614272808729,0.9577816625738951,0.3065371674206471,0.2006033970114469,0,0.0
11960,2023-01-11 12:08:27.990147,4,0,396.5722046,193.8202362,188.3987579,134.4473877,395.6159058,577.0947876,341.1964722,301.0864258,238.2043152,241.6946716,233.461441,21.60870773,20.02159993,0,3.051754975,5.783268221,0.665303382,0.969753388,0.346859788,0.219758426,8.620862556,2.792699304,,2023-01-11 12:08:27,,none,22.20356858709817,0.0,2.448430861605348,21.199720883796886,4.063158415492936,0.6646632896164837,0.961606831887041,0.30684672095942206,0.20077883091770274,0,0.0
11965,2023-01-11 12:08:33.071140,4,0,396.4309387,193.8409424,188.4491882,134.5024109,395.4875183,578.5050049,341.5820313,299.5979309,238.219986,243.6102295,233.8404388,20.84567513,22.24965511,0,2.502371505,3.041081675,0.650347943,1.082987425,0.286759117,0.207185335,8.450381769,2.792699304,,2023-01-11 12:08:33,,none,22.145771389652424,0.0,2.4462132854633483,21.243071921547962,3.9984293146179817,0.6666792798494772,0.9740744374935986,0.30517433048776416,0.20094255631046248,0,0.0
11970,2023-01-11 12:08:38.136150,4,0,396.4680786,193.8930969,188.5137177,134.5830994,395.4221802,579.8864746,342.2550964,300.8254395,238.5069275,242.8538971,234.424942,21.48662251,19.96055732,0,2.471850201,6.412464901,0.679190575,1.071236723,0.354794859,0.205781007,8.603784629,2.803076547,,2023-01-11 12:08:38,,none,22.186964901775227,0.0,2.4037107550454433,21.20848918677516,4.029152628355608,0.6693866257618709,0.9673571314701042,0.3053170275866644,0.1994119055907155,0,0.0
11975,2023-01-11 12:08:43.196720,4,0,396.5339966,194.0521088,188.6967621,134.6653442,395.4104614,581.3900757,342.8197327,302.4058838,238.750473,243.0763855,234.7627869,21.33401599,19.65534428,0,2.319243682,4.887010133,0.683463558,0.881089,0.329466477,0.196794413,8.628562404,2.805518252,,2023-01-11 12:08:43,,none,22.20987877705614,0.0,2.352653155081474,21.197443812428933,4.045611107441486,0.6714327226336505,0.9616310767419812,0.3053300109067975,0.19739406934471074,0,0.0
11980,2023-01-11 12:08:48.257975,4,0,396.5149536,194.2514648,188.9292908,134.7700348,395.4416504,582.8284912,343.2296753,305.0566101,238.4120483,241.6580658,234.6507721,21.33401599,19.56378037,0,2.22767977,6.022555244,0.698418996,1.138536198,0.347437946,0.193980812,8.630494657,2.80734953,,2023-01-11 12:08:48,,none,22.304749214542774,0.0,2.329469052956453,21.206116460569415,4.061099413174321,0.6727712394365211,0.967158886979591,0.30557337979131777,0.19636472996405216,0,0.0
11985,2023-01-11 12:08:53.349978,4,0,396.2609558,194.4779053,189.1663055,134.8589325,395.1924133,584.1717529,343.8560486,305.7695313,238.7566071,246.7900696,234.5122986,24.59979551,21.70027164,0,2.22767977,2.616988158,0.658893908,0.902453913,0.26860863,0.194223249,8.477568219,2.809791234,,2023-01-11 12:08:53,,none,22.46739659369347,0.0,2.337605190509761,21.272130828300803,3.981663882548549,0.672497886175216,0.9657904771176211,0.3037250896850749,0.19660062914059495,0,0.0
