,datetime,state,tg,ti,tw1,tw2,tw3,tc1,tc2,tc3,to,thop,tcool,tv,pg,pi,po,pv,dpo,dpf,dpv,mdoti,mdoto,gai,gao,m_add,sfl,datetime_tooltip,value_display,event_display,pg_lowpass,po_lowpass,pv_lowpass,pi_lowpass,dpo_lowpass,dpf_lowpass,dpv_lowpass,mdoti_lowpass,mdoto_lowpass,sfl_lowpass,ms,fill_height
15830,2023-02-23 13:21:39.452706,4,0,290.4023438,207.1564331,220.9536133,178.9550323,298.8249207,273.2880249,333.3153381,295.286438,209.2828979,37.35049057,227.7376251,15.50444695,13.03222134,0,4.821990599,5.256623123,0,1.293431815,0.314170097,0.268590022,4.509035804,3.459284581,0.0,3.032610975,2023-02-23 13:21:39,,none,15.142357266744103,0.0,4.746296161137119,13.696944574781313,3.135433198523931,0.0,1.5540965819717003,0.2729698150696015,0.2780385146042327,3.033396168258887,1363.2336576422038,2.8763924178389892
15835,2023-02-23 13:21:44.514485,4,0,290.4360046,207.2311554,221.0987854,178.8577576,298.879425,273.1426086,333.301239,295.488678,209.2475891,37.37932968,227.9304657,14.37515871,13.15430656,0,4.913554511,4.857099255,0,1.657703577,0.312590279,0.286373485,4.502605333,3.461115859,0.0,3.034,2023-02-23 13:21:44,,none,15.13868463199678,0.0,4.737508375954533,13.653948806074197,3.147878090814314,0.0,1.561700907915296,0.2728076281564401,0.2782118139636639,3.033382031047846,1362.9703617173893,2.875959609896829
15840,2023-02-23 13:21:49.563736,4,0,290.4819946,207.3114624,221.211853,178.7771301,298.9072266,272.9407654,333.7418213,295.7698364,209.2251892,37.37902832,228.2150269,15.62653217,13.97838176,0,4.760947992,4.128555732,0,1.835032353,0.309635657,0.287646141,4.467199715,3.446465633,0.0,3.032610975,2023-02-23 13:21:49,,none,15.143476704729874,0.0,4.734623208056289,13.634001704746415,3.1322815219648064,0.0,1.5580653496781078,0.2720067631169504,0.27805930431050846,3.0333272746371764,1362.707717455033,2.8755268019546683
15845,2023-02-23 13:21:54.628994,4,0,290.6593323,207.4007263,221.3424072,178.7998352,299.0007324,272.6524353,334.0355225,295.9811707,209.2182922,37.33938217,228.6390839,14.16150958,13.00170004,0,4.608341472,2.798589916,0,1.501739714,0.27143918,0.274828844,4.506993881,3.444634355,0.0,3.033073984,2023-02-23 13:21:54,,none,15.147669649879179,0.0,4.731549699180503,13.60350512121479,3.118271414587359,0.0,1.5466817871900644,0.2722214164666214,0.2775958280751759,3.033344442575466,1362.4442405648851,2.8750938517116253
15850,2023-02-23 13:21:59.697962,4,0,290.8215942,207.4713135,221.4910431,178.907547,299.0554504,272.3992615,334.2774353,296.1515808,209.2243042,37.37814713,229.0573883,15.74861738,13.45951959,0,4.608341472,1.762391649,0,1.466487608,0.23022014,0.273330973,4.489013761,3.459284581,0.0,3.034,2023-02-23 13:21:59,,none,15.152639736782985,0.0,4.723045324013503,13.58356576222302,3.09518615554702,0.0,1.5427691494451836,0.2718764372276748,0.2771877292177117,3.0333771522733843,1362.180570693598,2.8746608066013266
15855,2023-02-23 13:22:04.763682,4,0,290.9402466,207.5511932,221.594223,179.0742493,299.1059265,272.1349792,334.2884827,296.2138367,209.1766968,37.33369446,229.4387054,15.59601087,13.42899829,0,4.913554511,4.000366256,0,1.748504456,0.303261969,0.288699415,4.488591043,3.458063728,0.0,3.034,2023-02-23 13:22:04,,none,15.143586903962358,0.0,4.722600843168179,13.585211683853414,3.089434788678006,0.0,1.5397096932448038,0.2720081442323944,0.2770142178654959,3.033377479042281,1361.9170697718369,2.8742277614910283
15860,2023-02-23 13:22:09.813329,4,0,291.0795898,207.6056671,221.6827393,179.2678223,299.1922913,271.9314575,334.7866211,296.3325195,209.1798096,37.31844711,229.7088623,15.44340435,15.13819131,0,4.791469296,2.232419729,0,1.55408375,0.257756932,0.27990494,4.421109946,3.458674155,0.0,3.034,2023-02-23 13:22:09,,none,15.113902316802514,0.0,4.7157767765437395,13.587753390972589,3.075523685676971,0.0,1.533983051616802,0.2712754206397762,0.2765951650241572,3.033387468689558,1361.6544049109543,2.8737947163807296
15865,2023-02-23 13:22:14.876966,4,0,291.2192993,207.6548462,221.7422791,179.4243317,299.2841187,271.7376404,335.0424194,296.46521,209.1140137,37.27518845,229.9082489,16.23695825,13.12378525,0,4.730426688,2.168324991,0,1.823281651,0.248445167,0.286198779,4.498942633,3.451959468,0.0,3.032610975,2023-02-23 13:22:14,,none,15.065013481319587,0.0,4.707280788657536,13.578864929438893,3.074489811251199,0.0,1.524778134104396,0.2709534618305695,0.2759747372048264,3.033378645379684,1361.3910123395203,2.8733616712704313
15870,2023-02-23 13:22:19.941800,4,0,291.4187927,207.7327271,221.7544708,179.4963226,299.409729,271.5366516,335.025177,296.4396362,209.0200653,37.28126526,230.0431671,15.29079783,13.12378525,0,4.577820168,2.14161885,0,1.418416555,0.247248716,0.270505799,4.495700151,3.444634355,0.0,3.034,2023-02-23 13:22:19,,none,15.005242740343746,0.0,4.702403655189569,13.563019370212725,3.084053498818169,0.0,1.514560821048752,0.2711557464296301,0.2755488946828965,3.0333961471349764,1361.1275575043603,2.8729286261601326
15875,2023-02-23 13:22:24.988933,4,0,291.6763306,207.7994995,221.7353516,179.5792542,299.5250549,271.3078003,335.4470215,296.4938049,209.0855103,37.28082657,230.1128235,14.19203089,12.14710353,0,4.730426688,4.031345379,0,1.371413747,0.293402907,0.270796968,4.536039451,3.448907337,0.0,3.033536992,2023-02-23 13:22:24,,none,14.976190177532333,0.0,4.700728798634358,13.588691777124348,3.0845088139556633,0.0,1.5119906635812645,0.2713608036561217,0.2754153030475912,3.033397088579228,1360.8650234129082,2.8724955810498343
15880,2023-02-23 13:22:30.077793,4,0,291.8878479,207.8765717,221.7546844,179.6790466,299.6934814,270.9847717,335.6807861,296.4408569,209.0593872,37.23390198,230.210968,14.37515871,13.94786046,0,4.821990599,2.818886583,0,1.551947259,0.276120523,0.28023773,4.465163476,3.458063728,0.0,3.033073984,2023-02-23 13:22:30,,none,14.94530364139708,0.0,4.696361929352997,13.651740409388344,3.071149364602935,0.0,1.5193362335474438,0.27145959552133436,0.27557681652260896,3.0333993761155624,1360.6003188298057,2.8720625359395355
15885,2023-02-23 13:22:35.132081,4,0,291.9692383,207.9529419,221.7609711,179.7212067,299.8174438,270.6966553,335.6907654,296.4630127,209.0999756,37.19077682,230.3416443,15.13819131,14.00890306,0,4.730426688,2.806067635,0,1.723934806,0.275935671,0.283855664,4.466017285,3.460505433,0.0,3.033073984,2023-02-23 13:22:35,,none,14.864503086494105,0.0,4.688048262898013,13.658486717037006,3.088105082360274,0.0,1.5327159083654454,0.2721026972021624,0.27580868490750776,3.0334056581423017,1360.3374125604412,2.8716294908292372
15890,2023-02-23 13:22:40.184552,4,0,292.0159912,208.0328674,221.7611084,179.7345276,299.9313354,270.4316406,335.9617615,296.4906921,208.9646606,37.31432343,230.4535217,14.52776523,13.79525394,0,4.486256257,3.129746063,0,1.860670248,0.285016221,0.280281739,4.477531032,3.461115859,0.0,3.033536992,2023-02-23 13:22:40,,none,14.784698161474763,0.0,4.674306892981784,13.611336238052903,3.0752686512700325,0.0,1.5332864588163386,0.2711500665209608,0.2754778743223531,3.0334164904591474,1360.07460080502,2.8711964457189385
15895,2023-02-23 13:22:45.246262,4,0,292.1235657,208.1214142,221.7333527,179.7080078,300.0543213,270.0930786,336.4233704,296.5206604,208.9142151,37.23457718,230.5399475,15.38236174,13.79525394,0,4.760947992,2.484525699,0,1.287022342,0.263488996,0.266635001,4.480754596,3.445244781,0.0,3.034,2023-02-23 13:22:45,,none,14.697356837182364,0.0,4.6703532021481475,13.554686399337585,3.0716811825811874,0.0,1.5221855628551213,0.27000356888610655,0.2749711090400793,3.0334259164966393,1359.8113084693425,2.87076340060864
15900,2023-02-23 13:22:50.327803,4,0,292.2203979,208.2085419,221.7239685,179.6987457,300.1697388,269.8223877,336.6745911,296.6292725,208.8909912,37.15385056,230.5792084,13.55108351,12.54388048,0,4.608341472,4.367842754,0,1.259247955,0.301170459,0.262898511,4.528377612,3.444634355,0.0,3.033073984,2023-02-23 13:22:50,,none,14.655695039934637,0.0,4.670223318069238,13.485677118326352,3.069807165319068,0.0,1.5125692014953842,0.26912609876403487,0.27461665781857053,3.03341389097605,1359.5469845948555,2.870330355498342
15905,2023-02-23 13:22:55.387061,4,0,292.4284973,208.2865143,221.7017517,179.6944733,300.2917175,269.5892334,336.7111816,296.6846313,208.885849,37.15255356,230.644516,14.64985045,13.88681785,0,4.699905384,1.466487608,0,1.312660237,0.214004624,0.267154365,4.473971768,3.459284581,0.0,3.034,2023-02-23 13:22:55,,none,14.670711882129375,0.0,4.6627980583132524,13.405830089871811,3.0872342812322744,0.0,1.5117269683779817,0.2690656672827078,0.27440147832779344,3.033440718750059,1359.2838198035865,2.869897310388043
15910,2023-02-23 13:23:00.449068,4,0,292.6040039,208.3763123,221.6843262,179.7153625,300.4089966,269.3530579,337.1697083,296.7608643,208.8267517,37.17489243,230.7284546,13.91733915,13.42899829,0,4.760947992,3.231229398,0,1.44405445,0.28576082,0.274553335,4.491824899,3.460505433,0.0,3.034,2023-02-23 13:23:00,,none,14.705794845438316,0.0,4.648493798402579,13.349487181534782,3.096008992948526,0.0,1.509978980853577,0.2690147618004669,0.27396745183358573,3.033497179414217,1359.0205120190146,2.869464265277745
15915,2023-02-23 13:23:05.515902,4,0,292.7737732,208.4563599,221.7510986,179.726944,300.5833435,269.1145325,337.4221802,296.8929443,208.853653,37.12953949,230.8378143,13.30691308,12.45231657,0,4.608341472,4.614607496,0,1.617110243,0.302728516,0.278135689,4.527130257,3.461726285,0.0,3.034,2023-02-23 13:23:05,,none,14.790479737495565,0.0,4.642891684237871,13.368903076429483,3.0698400276724493,0.0,1.5097923515569667,0.26783482794609315,0.27383470305613444,3.0335675761021657,1358.756953150895,2.869031220167446
15920,2023-02-23 13:23:10.572867,4,0,292.9294128,208.5336761,221.8083344,179.7776794,300.7314758,268.9204407,337.4944153,297.1446533,208.8291321,37.07224274,230.9690094,14.61932914,14.03942437,0,4.577820168,2.870162373,0,1.329752167,0.277961202,0.266105317,4.46805222,3.453790746,0.0,3.034,2023-02-23 13:23:10,,none,14.86189921049527,0.0,4.643814680701321,13.430476398807558,3.0365794496572573,0.0,1.5251734232799787,0.2671471284958175,0.27443689817047784,3.0335875455717733,1358.4939076334138,2.868598175057148
15925,2023-02-23 13:23:15.633900,4,0,293.0181274,208.6234131,221.8749542,179.8481903,300.8548889,268.743927,338.0415649,297.0845032,208.7854767,37.02715683,231.1606445,15.9012239,13.58160481,0,4.638862776,1.680136735,0,1.641679893,0.225660098,0.279412642,4.489087604,3.450128189,0.0,3.033536992,2023-02-23 13:23:15,,none,14.885732104262248,0.0,4.642129884693786,13.472580970394155,3.0325585249062494,0.0,1.544855635213081,0.26676755621925735,0.2750444968491362,3.0335813424553817,1358.2306505128931,2.868165129946849
15930,2023-02-23 13:23:20.683787,4,0,293.0203552,208.702179,221.9806824,179.9630585,300.9629211,268.4489746,338.4188843,296.9424438,208.7437592,37.07739639,231.2944183,14.2530735,12.66596569,0,4.852511903,5.008790136,0,1.721798315,0.307936511,0.286151362,4.526782127,3.450128189,0.0,3.033073984,2023-02-23 13:23:20,,none,14.890272000391214,0.0,4.6369373554256255,13.501823150545029,3.055364262296309,0.0,1.5555704037364917,0.2672835144640484,0.27517492530229154,3.033579356259465,1357.9679731680558,2.867732084836551
15935,2023-02-23 13:23:25.733257,4,0,293.0412292,208.7709503,222.0566406,180.075119,301.0647888,268.2487793,338.6941528,296.7391357,208.6106567,37.11156464,231.4629059,16.02330912,14.16150958,0,4.364171041,1.283817605,0,1.745299719,0.20251359,0.275126934,4.474574535,3.466609694,0.0,3.034,2023-02-23 13:23:25,,none,14.907184004620754,0.0,4.632273535381414,13.511366378114097,3.052540032945277,0.0,1.5645412248286423,0.2670654390421173,0.2752503807682063,3.0335643935183945,1357.7053175140907,2.867299039726252
15940,2023-02-23 13:23:30.796754,4,0,293.1634216,208.8424377,222.100235,180.1632233,301.1542664,268.0549011,338.7607117,296.5842285,208.6308441,36.99161148,231.5996857,15.74861738,14.06994567,0,4.455734953,1.589335856,0,1.547674277,0.221640948,0.272596964,4.476517858,3.466609694,0.0,3.034,2023-02-23 13:23:30,,none,14.926944475623417,0.0,4.6335239445985446,13.534079185833795,3.074830223887909,0.0,1.5799960375286712,0.26813991829266093,0.2757018116237167,3.033543399711878,1357.441932224964,2.866865994615954
15945,2023-02-23 13:23:35.848009,4,0,293.3479919,208.9411011,222.1692352,180.2155304,301.2469788,267.848175,339.2857971,296.6541748,208.5340729,37.11486816,231.807251,13.15430656,12.23866744,0,4.577820168,5.211756806,0,1.325479184,0.303738597,0.2656689,4.551987888,3.467830546,0.0,3.034,2023-02-23 13:23:35,,none,14.9509612487984,0.0,4.628230172492266,13.536245831947056,3.114475005738258,0.0,1.5899795152443357,0.2701806215191265,0.27572541700073105,3.0335146847662995,1357.1791837215824,2.8664329875687478
15950,2023-02-23 13:23:40.918770,4,0,293.4957581,209.0286713,222.2264709,180.3651886,301.3628845,267.6600647,339.6002502,296.729248,208.494339,36.97275925,232.0491638,14.49724393,14.2835948,0,4.547298865,4.717159077,0,1.539128312,0.320318793,0.27406556,4.474663181,3.452569894,0.0,3.034,2023-02-23 13:23:40,,none,14.99593582681749,0.0,4.620191223815627,13.541329193324163,3.1499582286429537,0.0,1.6029116415874511,0.2725150049703497,0.27592758652604255,3.0334881286616184,1356.915420584747,2.8660000058969373
15955,2023-02-23 13:23:45.972668,4,0,293.6428223,209.1182098,222.2753906,180.6138,301.4883423,267.4619446,339.6533813,296.7574768,208.4673309,36.9899826,232.3138275,16.6337352,13.91733915,0,4.760947992,1.340434623,0,1.404529361,0.205772367,0.272295123,4.488887348,3.45318032,0.0,3.033073984,2023-02-23 13:23:45,,none,15.056703361931499,0.0,4.62089266801703,13.547612841649892,3.131127790972082,0.0,1.6057562577682756,0.27266111947311455,0.27594938068092667,3.0334493035233363,1356.652534601809,2.8655670242251263
15960,2023-02-23 13:23:51.040313,4,0,293.726532,209.2021637,222.3357239,180.8380737,301.5859375,267.2619934,340.118866,296.8731995,208.4224243,36.89660645,232.5774078,15.0466274,12.45231657,0,4.242085826,2.825296057,0,1.48571603,0.26880443,0.265844473,4.546699984,3.46722012,0.0,3.034,2023-02-23 13:23:51,,none,15.081801626611886,0.0,4.622937259843467,13.536409252370994,3.0924984413194005,0.0,1.614634823699245,0.27236170579538244,0.2760937452161242,3.033437561198088,1356.388933548324,2.8651340425533154
15965,2023-02-23 13:23:56.087337,4,0,293.7744751,209.2982025,222.4318237,181.0985413,301.6893616,267.0348511,340.429718,296.8332214,208.3582916,36.94275284,232.8525848,14.2835948,12.94065743,0,4.913554511,3.036808692,0,1.74743621,0.277505502,0.287694504,4.53538355,3.47027225,0.0,3.034,2023-02-23 13:23:56,,none,15.092248173988345,0.0,4.6400721026882845,13.526311929338004,3.079173335730318,0.0,1.6381925454883117,0.27203705780755194,0.2771407033397246,3.0334173021018613,1356.1264051266683,2.864701060881505
15970,2023-02-23 13:24:01.135237,4,0,293.8059998,209.3563385,222.5717621,181.3694916,301.8108215,266.839386,340.4933777,296.9057007,208.355896,36.92210007,233.1544037,16.14539434,15.44340435,0,4.791469296,2.155506043,0,1.918355512,0.254490428,0.288413106,4.441331982,3.47027225,0.0,3.032610975,2023-02-23 13:24:01,,none,15.073121108863496,0.0,4.655905059533385,13.533141116139367,3.0953607980094437,0.0,1.656758193426405,0.2725930951202665,0.2780413849476771,3.0333889205955535,1355.8638311385762,2.864268079209694
15975,2023-02-23 13:24:06.193384,4,0,293.9034424,209.4207611,222.6986084,181.6433258,301.8686523,266.6662903,341.0013733,296.9532776,208.3121185,36.91836548,233.4242249,14.2530735,13.4900409,0,4.760947992,5.078226102,0,1.308387254,0.316879127,0.267067679,4.515293337,3.469661824,0.0,3.034,2023-02-23 13:24:06,,none,15.063807273610042,0.0,4.666717781764714,13.532994820748305,3.123804170261284,0.0,1.655244832940466,0.2732817279459917,0.2782041456175635,3.0334551981521782,1355.600724137616,2.863835097537883
15980,2023-02-23 13:24:11.246679,4,0,294.0386658,209.4946289,222.8462219,181.9541016,301.9771118,266.4454346,341.3937683,297.0290527,208.3088074,36.90803909,233.7015228,14.71089305,13.91733915,0,4.66938408,2.85627518,0,1.507080942,0.276695672,0.274783362,4.49693772,3.455622024,0.0,3.034,2023-02-23 13:24:11,,none,15.089560877159487,0.0,4.673197261346516,13.5471417012462,3.1144635661626956,0.0,1.6446609519460949,0.27257868508373645,0.2780804810686058,3.0334757337561324,1355.3378695206156,2.863402115866072
15985,2023-02-23 13:24:16.323051,4,0,294.1053467,209.5252686,223.01297,182.1867981,302.0597839,266.2731018,341.7043457,297.0901489,208.2697449,36.8865242,233.9464874,14.92454218,14.3141161,0,4.944075815,2.282627274,0,1.404529361,0.256696462,0.274645217,4.481504645,3.45623245,0.0,3.034,2023-02-23 13:24:16,,none,15.131636850889876,0.0,4.681811422119313,13.553488799927713,3.1154808157295246,0.0,1.626772380509256,0.27256029804509624,0.27767737398877734,3.0334809315595126,1355.0738145193122,2.8629691341942616
15990,2023-02-23 13:24:21.384087,4,0,294.2241516,209.5604095,223.1898956,182.3996124,302.1586304,266.0956116,341.8127441,297.193634,208.2704315,36.87151337,234.1792603,16.42008607,13.82577524,0,4.883033207,2.072182884,0,1.811530949,0.245802309,0.288279675,4.50212566,3.466609694,0.0,3.033073984,2023-02-23 13:24:21,,none,15.129748469505959,0.0,4.684771720596364,13.517089444041932,3.1443853128217807,0.0,1.6055160870942986,0.2731011704041175,0.277042490048087,3.033464148020132,1354.810557242742,2.8625361525224506
15995,2023-02-23 13:24:26.460134,4,0,294.2932434,209.5783691,223.3958893,182.5703583,302.2275085,265.9470825,342.2975159,297.4068604,208.2978363,36.82287979,234.3523407,16.48112868,14.49724393,0,4.577820168,2.221737273,0,1.151355146,0.254597945,0.254952767,4.477621382,3.469051398,0.0,3.034,2023-02-23 13:24:26,,none,15.10923290222621,0.0,4.6748353111234815,13.468507408566738,3.1743520863203076,0.0,1.5793458949856773,0.2734815615895189,0.2759003142489976,3.0334622713419055,1354.5465191467947,2.8621031708506397
16000,2023-02-23 13:24:31.522611,4,0,294.2637329,209.6139832,223.6260681,182.7232361,302.2858582,265.7853699,342.6245117,297.4393005,208.286026,36.84382248,234.4438934,13.97838176,13.88681785,0,4.547298865,2.356336223,0,1.520968136,0.258276804,0.272790734,4.499739784,3.462947137,0.0,3.034,2023-02-23 13:24:31,,none,15.073462278372649,0.0,4.65869244669979,13.411608064822088,3.205657221324851,0.0,1.5645650164869203,0.27389543431676405,0.2751866073727521,3.0334555673212256,1354.2831869144773,2.861670189178829
16005,2023-02-23 13:24:36.592936,4,0,294.2618408,209.6316681,223.8661499,182.8165894,302.3521423,265.6143188,342.7791748,297.5363159,208.2976837,36.82349014,234.4871063,14.2530735,14.3141161,0,4.699905384,3.038945184,0,1.512422171,0.284237929,0.275332189,4.476690999,3.451959468,0.0,3.033536992,2023-02-23 13:24:36,,none,15.024137961872524,0.0,4.652857393013756,13.408633781359818,3.2048597792018962,0.0,1.5629672905775072,0.27384533840821984,0.2750625638613006,3.0334221602727522,1354.0194464568267,2.8612372075070183
16010,2023-02-23 13:24:41.635695,4,0,294.2884521,209.6595154,224.0584412,182.8995361,302.3973389,265.4811096,343.259552,297.6755371,208.3034363,36.81607819,234.5098572,15.93174521,13.94786046,0,4.547298865,1.005005494,0,1.354321817,0.181172961,0.265888694,4.490917843,3.455622024,0.0,3.034,2023-02-23 13:24:41,,none,14.974379433221149,0.0,4.654214170123442,13.400717294277127,3.1774127901329248,0.0,1.5658644206449006,0.2724977995933226,0.2753273001657992,3.0333984347655947,1353.757139885457,2.8608042258352073
16015,2023-02-23 13:24:46.688355,4,0,294.390564,209.7167358,224.2669678,182.9522858,302.4767761,265.321167,343.6304932,297.7945251,208.3293915,36.81201172,234.5292206,15.16871261,13.18482786,0,4.455734953,3.395739226,0,1.498534977,0.28808656,0.270179589,4.517608714,3.464167989,0.0,3.032610975,2023-02-23 13:24:46,,none,14.928145719297525,0.0,4.6527064059002,13.395696860005884,3.168457441426808,0.0,1.5711706803519028,0.27207703723543664,0.27562794797622586,3.0334136013790123,1353.4943182989216,2.860371244163397
16020,2023-02-23 13:24:51.763665,4,0,294.4278259,209.7673035,224.4937744,182.9980316,302.5206604,265.1517639,343.7958069,297.8078918,208.3139191,36.78225327,234.469101,14.2530735,11.87241179,0,4.577820168,4.834666097,0,1.516695153,0.297519916,0.273221804,4.571636817,3.464778415,0.0,3.033073984,2023-02-23 13:24:51,,none,14.939067424635347,0.0,4.655040298770387,13.421845684145756,3.175408966461489,0.0,1.5850758188775158,0.2716833445864902,0.2762159351868201,3.0334503293072173,1353.2303185391197,2.859938262491586
16025,2023-02-23 13:24:56.824711,4,0,294.3978577,209.8145142,224.775177,183.0109863,302.5649719,264.9873657,344.196167,297.9369202,208.3277893,36.74914169,234.3889771,15.96226651,15.26027652,0,4.730426688,1.85532902,0,1.570107435,0.238939784,0.278061625,4.440352137,3.463557563,0.0,3.034,2023-02-23 13:24:56,,none,14.962959097703187,0.0,4.6597001977335974,13.454217307422454,3.2091104978463636,0.0,1.5911944161395537,0.2726112461435671,0.2765164518194395,3.033464417902749,1352.9670607423848,2.859505280819775
16030,2023-02-23 13:25:01.874728,4,0,294.2821655,209.8982697,224.9757538,182.9644775,302.5490723,264.8465881,344.7567444,298.0303955,208.3479614,36.73043442,234.3274841,15.8707026,13.00170004,0,4.730426688,3.040013429,0,1.528445855,0.277795989,0.276546225,4.534584409,3.450128189,0.0,3.032610975,2023-02-23 13:25:01,,none,14.991235765993983,0.0,4.660354342548349,13.46402531962454,3.2191671134342896,0.0,1.5966172670647563,0.27298480986128526,0.2766346575316925,3.033429939307668,1352.7043766354052,2.859072299147964
16035,2023-02-23 13:25:06.937421,4,0,294.2148438,209.9566193,225.1358795,183.0260773,302.547821,264.7036743,345.1605835,298.1708984,208.3828278,36.76352692,234.3177948,13.36795568,12.08606092,0,4.364171041,5.00024417,0,1.606427787,0.300885753,0.271517548,4.564658731,3.449517763,0.0,3.034,2023-02-23 13:25:06,,none,14.993728480417678,0.0,4.65825732241774,13.487080527202478,3.2164946955182128,0.0,1.591140054187742,0.27295931932542794,0.2763527153170119,3.0334327896619517,1352.441033167528,2.8586393174761535
16040,2023-02-23 13:25:11.998862,4,0,294.1285706,210.0335541,225.2348785,183.0711365,302.5444031,264.5345459,345.3005066,298.2518005,208.3822327,36.7495079,234.3000488,13.4900409,12.63544439,0,4.760947992,4.985288732,0,1.643816384,0.307152156,0.281129488,4.545904856,3.462336711,0.0,3.032610975,2023-02-23 13:25:11,,none,15.02010954738251,0.0,4.660404584138411,13.520101168427654,3.1757516203079397,0.0,1.587798207054293,0.271736385403246,0.27626271312276884,3.033434957293026,1352.1777548242837,2.8582063358043426
16045,2023-02-23 13:25:17.051149,4,0,294.0938416,210.0959473,225.286026,183.048172,302.5435791,264.3890381,345.8473511,298.3471069,208.3092194,36.69615555,234.2604065,14.58880784,14.52776523,0,4.730426688,2.478116225,0,1.607496032,0.26546046,0.279372183,4.473238324,3.462947137,0.0,3.033073984,2023-02-23 13:25:17,,none,15.101031359521425,0.0,4.660257833407931,13.546334074296869,3.1505846291572213,0.0,1.583803964434466,0.271095254047343,0.27603034528063525,3.033476368212871,1351.914952639895,2.85777337967083
16050,2023-02-23 13:25:22.105008,4,0,294.1139221,210.1691589,225.2918396,182.9845428,302.519989,264.2561035,346.2026367,298.2423401,208.294281,36.68523407,234.1373444,15.59601087,13.42899829,0,4.577820168,2.853070443,0,1.389573923,0.274354659,0.268131946,4.516078813,3.461726285,0.0,3.034,2023-02-23 13:25:22,,none,15.146162303343694,0.0,4.6563485547221894,13.54139795423651,3.164691697186725,0.0,1.5708841582037918,0.27180249543220714,0.2753671107799548,3.0335046126366714,1351.6520686856002,2.857340440562849
16055,2023-02-23 13:25:27.176269,4,0,294.066803,210.2384949,225.2747345,182.9162445,302.5365601,264.1343689,346.3804016,298.2149963,208.3930511,36.57921219,233.9523468,14.58880784,12.08606092,0,4.638862776,3.49508607,0,1.11610304,0.283176532,0.253420889,4.569566966,3.464167989,0.0,3.034,2023-02-23 13:25:27,,none,15.2188322778264,0.0,4.649899725277365,13.560482902981725,3.166338489486429,0.0,1.5575438837677267,0.27262624756112447,0.2747818230293706,3.033488505069377,1351.3882795405245,2.8569075014548684
16060,2023-02-23 13:25:32.235616,4,0,293.9709778,210.3214722,225.2767029,182.8463745,302.47052,264.0091858,346.9024353,298.2378235,208.3078766,36.6488533,233.7880554,14.2530735,14.16150958,0,4.730426688,2.447137102,0,1.355390062,0.262959228,0.269009395,4.482607882,3.447686485,0.0,3.033536992,2023-02-23 13:25:32,,none,15.244603274095109,0.0,4.650927128430034,13.598488419547804,3.1564594406998023,0.0,1.5541504834789135,0.2723966638901143,0.27480079118681655,3.033473988817896,1351.1251101197888,2.8564745623468872
16065,2023-02-23 13:25:37.304656,4,0,293.8490295,210.4251862,225.2203369,182.7744598,302.4071045,263.7907715,347.3474731,298.3415527,208.2912292,36.64934921,233.6971893,15.96226651,14.06994567,0,4.730426688,4.694725919,0,1.467555854,0.318156551,0.274260941,4.490989359,3.447686485,0.0,3.033073984,2023-02-23 13:25:37,,none,15.256755007411485,0.0,4.660438763762326,13.642355201543761,3.1472148019051622,0.0,1.5642638779683355,0.2725357879422407,0.2753656665028264,3.0334987375296505,1350.861436503315,2.8560416232389065
16070,2023-02-23 13:25:42.343948,4,0,293.7681885,210.5344849,225.2028351,182.8596191,302.3432922,263.617981,347.7195129,298.319519,208.3050232,36.62252426,233.6942291,15.68757478,13.88681785,0,4.547298865,2.284763765,0,1.55408375,0.255436153,0.274120163,4.499739784,3.460505433,0.0,3.034,2023-02-23 13:25:42,,none,15.259309193552482,0.0,4.6622924454037165,13.661001972574821,3.1176252113331855,0.0,1.5797127940789513,0.2722250741191471,0.2759130884082927,3.0335388590620656,1350.5993102730804,2.855608684130926
16075,2023-02-23 13:25:47.414694,4,0,293.7331848,210.6420135,225.210144,183.0358124,302.3092651,263.4445801,347.9131775,298.338623,208.2422485,36.58666992,233.7000885,14.49724393,14.22255219,0,4.608341472,3.561317299,0,1.856397265,0.298310569,0.282619877,4.486662535,3.460505433,0.0,3.033073984,2023-02-23 13:25:47,,none,15.24499553292938,0.0,4.654671797951573,13.668214968888966,3.1173401785040022,0.0,1.5930707638724695,0.2727378879389377,0.276141010486778,3.0335299320934435,1350.3355479164923,2.8551757450229447
16080,2023-02-23 13:25:52.482997,4,0,293.6983643,210.7635193,225.2336578,183.2470551,302.2357178,263.2871704,348.5095215,298.3297424,208.2246704,36.59411621,233.6763611,17.03051215,14.19203089,0,4.66938408,1.59574533,0,1.746367965,0.222183589,0.282084486,4.491060724,3.458674155,0.0,3.032610975,2023-02-23 13:25:52,,none,15.230559912540734,0.0,4.651501647375196,13.637719974001437,3.1364215285059536,0.0,1.6016319769503597,0.27305104170742844,0.276321834107943,3.0335311500989905,1350.071912636164,2.854742805914964
16085,2023-02-23 13:25:57.532955,4,0,293.5559082,210.8612213,225.2588501,183.4248352,302.1924133,263.1105042,348.8852234,298.3031616,208.2061768,36.58826828,233.5526886,16.11487303,12.81857221,0,4.730426688,4.069802222,0,1.605359541,0.29908143,0.279496803,4.546737856,3.454401172,0.0,3.034,2023-02-23 13:25:57,,none,15.186629308992567,0.0,4.6462533358203935,13.647882236088599,3.191889428166235,0.0,1.6026162253256395,0.2745958149362343,0.27624494227000057,3.0335403740571594,1349.8092315981564,2.8543098668069833
