,datetime,state,tg,ti,tw1,tw2,tw3,tc1,tc2,tc3,to,thop,tcool,tv,pg,pi,po,pv,dpo,dpf,dpv,mdoti,mdoto,gai,gao,m_add,sfl,datetime_tooltip,value_display,event_display,pg_lowpass,po_lowpass,pv_lowpass,pi_lowpass,dpo_lowpass,dpf_lowpass,dpv_lowpass,mdoti_lowpass,mdoto_lowpass,sfl_lowpass,ms,fill_height
9470,2023-02-23 11:34:21.318093,4,0,284.455719,226.1582031,212.5144348,165.5679779,294.2765503,300.662384,165.1983337,195.1683502,203.3306885,67.23656464,157.9885712,12.63544439,13.30691308,0,4.181043218,3.139360273,0,1.229337077,0.284664811,0.275311316,4.359024569,3.717494811,0.0,2.542748321,2023-02-23 11:34:21,,none,13.624747126820113,0.0,4.183334410273002,12.436066474697231,3.258046498622214,0.0,1.3288500494541575,0.27084466612940417,0.27929344052024274,2.5437046067076516,1195.2620760058917,2.6001016845914418
9475,2023-02-23 11:34:26.366433,4,0,284.2987061,226.1248016,212.5602112,165.7709351,294.1905518,300.4894104,165.740448,195.6837006,203.4467163,67.14093781,157.8752441,12.696487,11.26198572,0,4.27260713,4.811164693,0,1.660908314,0.292501241,0.293513159,4.436567445,3.726651203,0.0,2.54321133,2023-02-23 11:34:26,,none,13.596071853057568,0.0,4.177557866269903,12.442754668286295,3.2929329200750144,0.0,1.3358871626393447,0.27148151090974326,0.27933601059279584,2.5435935712420012,1195.9814146889353,2.6012869482357472
9480,2023-02-23 11:34:31.409723,4,0,284.085907,226.0904388,212.6113434,165.9230804,294.0699768,300.3399963,165.5150909,196.3632507,203.5579071,67.09606934,157.7378387,14.2835948,12.66596569,0,4.12000061,2.861616408,0,1.593608839,0.273325431,0.287889851,4.38353983,3.726651203,0.0,2.544137346,2023-02-23 11:34:31,,none,13.60432575323913,0.0,4.171998072032339,12.453579725007385,3.3438308230148754,0.0,1.3437854632764288,0.2726256203862817,0.27948202094456764,2.5435906189657222,1196.7000337967625,2.6024722118800527
9485,2023-02-23 11:34:36.455250,4,0,283.8427734,226.0306091,212.632019,166.0480499,293.9536743,300.2316589,164.6522217,197.1154785,203.6163483,67.05545807,157.4680328,14.98558479,12.54388048,0,4.211564522,2.232419729,0,1.487852521,0.250653332,0.287447285,4.384981703,3.720546942,0.0,2.54321133,2023-02-23 11:34:36,,none,13.605881476529417,0.0,4.165946521371544,12.48828408444373,3.3801523730982628,0.0,1.3505645659600407,0.27351343057546423,0.2796380277706149,2.5435973442436937,1197.4189716550366,2.6036574755243582
9490,2023-02-23 11:34:41.515759,4,0,283.6165771,225.9733276,212.5894775,166.068924,293.8301392,300.1634827,164.6195221,197.6641235,203.4340973,67.2513504,157.1928406,13.88681785,12.81857221,0,4.058958003,2.938530094,0,1.5786534,0.276532341,0.28603453,4.377677885,3.70833842,0.0,2.542285313,2023-02-23 11:34:41,,none,13.604846685133381,0.0,4.148918795281878,12.507146858072861,3.364460826012837,0.0,1.3364983928112208,0.2731837907017147,0.27861999908767265,2.5436994224006937,1198.140044300617,2.6048427391686637
9495,2023-02-23 11:34:46.582109,4,0,283.351532,225.9156494,212.5370483,166.020813,293.7295227,300.0102539,164.35495,197.7584534,203.6457367,67.11603546,156.9012909,12.75752961,13.30691308,0,4.27260713,3.079538518,0,1.629929191,0.28325783,0.293163342,4.360643219,3.705896716,0.0,2.544600354,2023-02-23 11:34:46,,none,13.556636160278956,0.0,4.128623690570728,12.485100323991603,3.337462440466759,0.0,1.3240839875122052,0.27159537095209957,0.2777257555923283,2.5439220092311463,1198.8619492311166,2.606028002812969
9500,2023-02-23 11:34:51.635613,4,0,283.2061768,225.8852539,212.4587555,165.9925385,293.6235046,299.9042053,164.1688232,197.1867371,203.7020111,67.03257751,156.6759186,12.39127396,11.50615615,0,4.12000061,4.753479429,0,1.591472348,0.295679819,0.288198405,4.428608925,3.71932609,0.0,2.54552637,2023-02-23 11:34:51,,none,13.519885409673824,0.0,4.117482620581671,12.452914686559783,3.2608812896027635,0.0,1.3154602156977016,0.26902339149322846,0.27723598259035975,2.5441445509961214,1199.5820237332528,2.6072132664572747
9505,2023-02-23 11:34:56.689926,4,0,283.0865173,225.8288422,212.3858643,165.9499054,293.526947,299.7981262,164.8144226,196.7187805,203.7678528,66.85820007,156.5482941,14.86349957,12.29971005,0,3.997915395,1.297704798,0,1.276339885,0.201607385,0.274625837,4.392773751,3.719936516,0.0,2.545063362,2023-02-23 11:34:56,,none,13.546677114758213,0.0,4.115216232948786,12.425550772650741,3.2186923181802234,0.0,1.311409450194388,0.26792440217551194,0.27710876493239744,2.544265625132533,1200.302213509914,2.6083985301015806
9510,2023-02-23 11:35:01.749225,4,0,282.9976501,225.7753906,212.2662964,165.7876282,293.3722229,299.6232605,164.9285736,196.4766235,203.7691193,67.01428986,156.5076599,14.40568001,12.97117873,0,4.333649738,3.25045782,0,1.534855329,0.286123497,0.292203674,4.365337975,3.71932609,0.0,2.545063362,2023-02-23 11:35:01,,none,13.567839658298158,0.0,4.12221583742467,12.386082706332715,3.2422826789300796,0.0,1.311942151846414,0.26810764481175087,0.27724113466775663,2.5442839486325566,1201.023113742423,2.609583793745886
9515,2023-02-23 11:35:06.824772,4,0,282.8849792,225.745697,212.2109833,165.4971924,293.2727661,299.5004883,165.4090881,196.4113922,203.8118439,67.0370636,156.4713898,13.00170004,11.44511354,0,4.303128434,4.056983274,0,1.274203394,0.289543271,0.280443206,4.42607053,3.701013307,0.0,2.543674338,2023-02-23 11:35:06,,none,13.564430517518023,0.0,4.119999529963393,12.343463012620276,3.2403757043965915,0.0,1.296832547338979,0.2672665511410312,0.2764118543170604,2.544356445873784,1201.7463291547579,2.6107690573901916
9520,2023-02-23 11:35:11.875736,4,0,282.8705139,225.7133484,212.1695251,165.1531372,293.1690979,299.3560486,165.240387,196.8620605,203.8823547,66.62240601,156.4872131,13.09326395,12.48283787,0,3.936872787,1.843578318,0,1.636338664,0.233214842,0.283570461,4.384073427,3.698571603,0.0,2.545063362,2023-02-23 11:35:11,,none,13.530577748348923,0.0,4.105087155836168,12.28165150207603,3.2143717108477188,0.0,1.2801103322111789,0.2655391818910832,0.27525619077975555,2.5444533468945414,1202.466041731934,2.611954321034497
9525,2023-02-23 11:35:16.946773,4,0,282.9910889,225.6674347,212.1016541,164.8464966,293.1264343,299.2415466,165.6024323,196.4418945,203.7031708,67.00912476,156.5103149,12.84909352,11.35354963,0,4.028436699,5.072884874,0,1.287022342,0.294530711,0.275767695,4.419787705,3.713832255,0.0,2.54552637,2023-02-23 11:35:16,,none,13.512710171603544,0.0,4.096172145415879,12.242998722784451,3.209987880997362,0.0,1.2585554933678735,0.2650184809849293,0.27414585747803916,2.5444535042296565,1203.1886145137287,2.6131395846788026
9530,2023-02-23 11:35:21.995916,4,0,283.1523132,225.6051788,212.0478973,164.5249634,293.122345,299.1590576,165.3326569,196.4285583,203.8899841,66.89356995,156.4649811,15.47392565,12.75752961,0,4.455734953,2.140550604,0,1.320137956,0.247749514,0.285620399,4.365382761,3.713832255,0.0,2.54552637,2023-02-23 11:35:21,,none,13.5079945468452,0.0,4.0950404176654835,12.173535244086073,3.2014334154447495,0.0,1.2441456540687905,0.2649487623134238,0.27341808832162756,2.5443848373335904,1203.908067616356,2.614325157583433
9535,2023-02-23 11:35:27.059412,4,0,283.3670044,225.5942535,211.9870148,164.2337341,293.1415405,299.0325012,164.3344879,196.2792969,203.8899231,67.0021286,156.4210052,12.39127396,10.77364485,0,4.242085826,4.320839946,0,1.311591991,0.28445301,0.281245738,4.442657096,3.713832255,0.0,2.543674338,2023-02-23 11:35:27,,none,13.459469602707635,0.0,4.0969980962221495,12.117913280347475,3.2238299650136946,0.0,1.2389252699882705,0.26550461260628044,0.2732008614512494,2.5443078755867665,1204.6295658799907,2.6155107304880634
9540,2023-02-23 11:35:32.137055,4,0,283.5714417,225.5452271,211.9329681,164.1063995,293.1596985,298.9744263,164.3538971,195.9789734,203.881546,66.85279846,156.4026184,13.27639177,11.9334544,0,3.662181052,2.478116225,0,0.831949701,0.257395025,0.239179933,4.392237707,3.707117568,0.0,2.543674338,2023-02-23 11:35:32,,none,13.428375596189278,0.0,4.103081613034524,12.086002602115112,3.2657658490309305,0.0,1.2373564609414045,0.26604957906409454,0.27315073556499025,2.5443333816643907,1205.353079951663,2.6166963033926933
9545,2023-02-23 11:35:37.202841,4,0,283.6413269,225.5511475,211.8312531,164.0274048,293.1936951,298.9127502,164.183197,195.5588989,203.817215,67.28916931,156.4252167,12.02501831,11.9029331,0,3.936872787,3.643572213,0,1.376754975,0.28726924,0.277401928,4.391783198,3.698571603,0.0,2.544600354,2023-02-23 11:35:37,,none,13.427632675425189,0.0,4.130313201182056,12.047348964067258,3.2903023744783213,0.0,1.2564763437512279,0.26649608120789964,0.27465767225114374,2.544379552127792,1206.0749045177224,2.6178818762973237
9550,2023-02-23 11:35:42.263585,4,0,283.7237854,225.5408325,211.7529755,163.9169312,293.2143555,298.8292847,164.2937012,195.7193909,203.8799286,66.84757996,156.5672607,14.95506348,12.54388048,0,4.486256257,1.753845684,0,1.335093395,0.228691804,0.286914313,4.363798217,3.707727994,0.0,2.543674338,2023-02-23 11:35:42,,none,13.477415503812104,0.0,4.169613775382296,12.085158665164942,3.2757697185930676,0.0,1.2777171257668343,0.26687071422543995,0.2765093792328042,2.544509930287159,1206.7960106484861,2.619067449201954
9555,2023-02-23 11:35:47.331802,4,0,283.8648682,225.5682831,211.7159882,163.8767395,293.2799988,298.7937012,164.2041473,195.8994751,203.8646545,66.88607025,156.7756195,12.63544439,12.57440178,0,4.303128434,3.893541692,0,1.260316201,0.296841132,0.27958748,4.36588673,3.71932609,0.0,2.545989379,2023-02-23 11:35:47,,none,13.510603719799105,0.0,4.209343213280684,12.14781994843999,3.290307180673154,0.0,1.305358421158033,0.2680647264903262,0.2786191521635169,2.5447575786650116,1207.5181816080803,2.620253022106584
9560,2023-02-23 11:35:52.377165,4,0,284.008728,225.6129608,211.6758728,163.8724976,293.335968,298.782959,164.9343567,195.586853,203.9305115,66.65042114,156.878891,13.5205622,11.38407093,0,4.150521914,4.881668905,0,1.252838481,0.294368351,0.276372927,4.415298031,3.719936516,0.0,2.54552637,2023-02-23 11:35:52,,none,13.541966923340153,0.0,4.2444420963762655,12.20008184618543,3.27990301598984,0.0,1.3382669343866018,0.26810924674931974,0.28086396889268544,2.544947273734328,1208.2370960979715,2.6214385950112145
9565,2023-02-23 11:35:57.443731,4,0,284.1601257,225.7326508,211.6701355,164.0411835,293.3971252,298.7668152,164.9925995,195.072052,203.8695526,66.84970856,157.0016327,13.91733915,13.36795568,0,4.303128434,1.659840068,0,1.454736906,0.225782377,0.288528933,4.340526192,3.71932609,0.0,2.543674338,2023-02-23 11:35:57,,none,13.576318908601923,0.0,4.272393050812546,12.263942760721429,3.2654729521519767,0.0,1.3631426754505944,0.26841532193366563,0.28251877573561684,2.545071430609659,1208.9590318063417,2.622624167915845
9570,2023-02-23 11:36:02.501735,4,0,284.246521,225.8643341,211.6577454,164.2546082,293.4673157,298.7301025,164.3697815,195.3117371,203.8333435,66.74258423,157.1720428,11.96397571,13.06274264,0,4.394692345,3.192772555,0,1.362867782,0.284824469,0.286413047,4.365087103,3.708948846,0.0,2.544600354,2023-02-23 11:36:02,,none,13.59749055932789,0.0,4.290985694650548,12.309062181078119,3.270280855307742,0.0,1.3615416326842684,0.2693772161441135,0.28287543129936454,2.5452337969368086,1209.6797475141168,2.6238097408204752
9575,2023-02-23 11:36:07.570458,4,0,284.3832703,225.9487305,211.6706543,164.4848938,293.5524902,298.6878052,164.6050262,195.9857635,204.0213318,66.47840881,157.344101,13.58160481,11.96397571,0,4.455734953,4.997039434,0,1.320137956,0.302019624,0.285328614,4.412346073,3.70833842,0.0,2.546452387,2023-02-23 11:36:07,,none,13.584710983676723,0.0,4.299279709078462,12.285836283417376,3.294241170320901,0.0,1.3494336270127854,0.27023530447020566,0.28252149121283726,2.545323009103958,1210.401990573723,2.6249953137251056
9580,2023-02-23 11:36:12.625073,4,0,284.5203857,226.0139465,211.6859589,164.772049,293.661377,298.608429,164.3355408,196.6453094,203.9932251,66.67008209,157.5291748,14.74141436,11.71980527,0,4.058958003,1.549810768,0,0.82233549,0.215248308,0.242545177,4.421878601,3.72543035,0.0,2.54552637,2023-02-23 11:36:12,,none,13.571236000660791,0.0,4.301456182034093,12.259416663789908,3.296818482564547,0.0,1.3418559154612433,0.27050241734830516,0.2821420839386688,2.545378333208268,1211.1222233824071,2.6261808866297356
9585,2023-02-23 11:36:17.677322,4,0,284.6486206,226.084259,211.7155914,165.0389099,293.7738342,298.5755615,163.9048462,196.2271423,203.8748016,66.74465942,157.6506958,14.06994567,11.1704218,0,4.242085826,4.472530827,0,1.220791112,0.28977788,0.276012317,4.440179324,3.724209498,0.0,2.54552637,2023-02-23 11:36:17,,none,13.554394475073897,0.0,4.307465913528767,12.2387325032934,3.303853158171231,0.0,1.3478512024488738,0.2704777697595822,0.28264515825714637,2.545536519537198,1211.8421190594156,2.627366459534366
9590,2023-02-23 11:36:22.724433,4,0,284.740387,226.1183319,211.7406158,165.3146362,293.8419189,298.4771729,164.1899872,196.2535858,203.9103699,66.705513,157.7236176,13.5205622,11.75032658,0,4.638862776,4.394548895,0,1.5786534,0.295636881,0.300174673,4.42232572,3.726040776,0.0,2.546452387,2023-02-23 11:36:22,,none,13.522933027190184,0.0,4.319566732265864,12.251042026282501,3.310345105908217,0.0,1.358626847968445,0.2706047674090062,0.28344159218234527,2.5457063164820237,1212.5612826220747,2.6285520324389964
9595,2023-02-23 11:36:27.775365,4,0,284.7557678,226.1029663,211.8429413,165.5490112,293.990448,298.3240662,164.3479462,196.2611694,203.9762421,66.79719543,157.752655,14.00890306,13.70369003,0,4.364171041,1.984586742,0,1.269930411,0.243372841,0.280870309,4.345598461,3.721157368,0.0,2.544137346,2023-02-23 11:36:27,,none,13.509706144897121,0.0,4.322802525459747,12.244339593938463,3.2851323584845784,0.0,1.3678432692289217,0.26954442237860105,0.2839363708898384,2.5458454778365684,1213.2809906395662,2.6297376053436263
9600,2023-02-23 11:36:32.824544,4,0,284.7739258,226.0703888,211.9343719,165.7471466,294.0507507,298.0734558,164.3198547,196.4381256,203.9349976,66.8671875,157.7542114,13.5205622,10.52947442,0,4.150521914,4.246062752,0,1.033848126,0.280688061,0.26217399,4.470604637,3.713832255,0.0,2.544137346,2023-02-23 11:36:32,,none,13.531130216627982,0.0,4.316807813756412,12.212535168060194,3.277528145315287,0.0,1.382184049690753,0.2689174456870827,0.28440478183649276,2.5460721266166466,1214.000448871839,2.6309231782482567
9605,2023-02-23 11:36:37.880409,4,0,284.7859192,226.0209198,212.0142365,165.9163818,294.0888977,298.0847473,163.9261322,197.3135071,203.9357605,66.60449982,157.654007,15.44340435,13.45951959,0,4.455734953,2.333903064,0,1.734617263,0.258001843,0.300125287,4.35646096,3.720546942,0.0,2.544600354,2023-02-23 11:36:37,,none,13.57351610767731,0.0,4.320419415325539,12.234584987591257,3.2637340058667377,0.0,1.4041137626729514,0.2689147005781846,0.28542571898658137,2.546438907388946,1214.7208597932004,2.632108751152887
9610,2023-02-23 11:36:42.954709,4,0,284.7183838,226.0060577,212.1176605,166.0473022,294.1247559,298.0062561,164.0315399,197.6938171,203.9775696,66.50052643,157.5132751,12.45231657,11.56719875,0,4.364171041,4.409504334,0,1.495330241,0.293814577,0.291215615,4.429500974,3.731534611,0.0,2.551082469,2023-02-23 11:36:42,,none,13.622580112430086,0.0,4.332017469194971,12.250433399599263,3.2437680471643104,0.0,1.4127379424843247,0.2683311852282147,0.28602825389291786,2.547009198822179,1215.443897520328,2.6332943240575175
9615,2023-02-23 11:36:48.009272,4,0,284.6456909,226.0442963,212.2103729,166.1813965,294.1159973,297.9761047,163.6909943,198.1755219,204.0063782,66.62293243,157.3304901,15.0771487,13.03222134,0,4.455734953,1.824349896,0,1.278476377,0.233519967,0.283054681,4.37436507,3.734586742,0.0,2.55571255,2023-02-23 11:36:48,,none,13.67938700852652,0.0,4.348992710936635,12.265041375881502,3.229958371471046,0.0,1.4241732647562875,0.26734252933891706,0.2867857164287958,2.5470636971343907,1216.1641229195245,2.634479896962148
9620,2023-02-23 11:36:53.057237,4,0,284.5388489,226.1129608,212.2631989,166.328949,294.1255188,297.8422852,163.0015411,198.2026215,203.9568481,67.23753357,157.1565704,13.18482786,13.64264742,0,4.181043218,2.607373947,0,1.618178489,0.269260814,0.290315267,4.352748045,3.70528629,0.0,2.544600354,2023-02-23 11:36:53,,none,13.704137603363431,0.0,4.360884312762634,12.275416359446856,3.2015668905452674,0.0,1.4487996636900562,0.26644095213196917,0.2880222270858124,2.5463438526794318,1216.8834081687646,2.635665469866778
9625,2023-02-23 11:36:58.114839,4,0,284.525238,226.1592407,212.311142,166.4135742,294.1400146,297.6828003,163.2676544,198.3187714,203.9036713,66.56551361,156.9875336,14.55828653,12.81857221,0,4.455734953,3.939476254,0,1.139604444,0.299348567,0.274401445,4.384180192,3.71932609,0.0,2.546452387,2023-02-23 11:36:58,,none,13.711683448521384,0.0,4.383703075534278,12.305535055266915,3.191600361907786,0.0,1.4628909693062138,0.26551541896036257,0.28902802458580545,2.545767434602958,1217.6040665955027,2.6368510427714082
9630,2023-02-23 11:37:03.178878,4,0,284.6609497,226.2576294,212.297348,166.4927368,294.1443787,297.5314331,162.7555695,198.4887238,203.9331512,66.49886322,156.9221039,12.81857221,13.12378525,0,4.455734953,1.609632524,0,1.415211818,0.222250824,0.290103479,4.375728348,3.71932609,0.0,2.544137346,2023-02-23 11:37:03,,none,13.709821864818032,0.0,4.399419422250849,12.343346507212008,3.1708862795671098,0.0,1.47475929619964,0.2648089255248845,0.28981928161368853,2.545249094902142,1218.3256422312843,2.638036537675405
9635,2023-02-23 11:37:08.233994,4,0,284.8363037,226.3991089,212.2549286,166.5428009,294.1820984,297.355072,161.7031097,198.9031372,203.9233856,66.32757568,157.0753937,12.54388048,10.3158253,0,4.27260713,4.593242583,0,1.344707606,0.278978673,0.283213071,4.489134193,3.737638872,0.0,2.544137346,2023-02-23 11:37:08,,none,13.741210527395317,0.0,4.4095063680417255,12.360061670647925,3.1876113079683486,0.0,1.4931022976229902,0.26558105833243717,0.2907080478322651,2.5448465677035084,1219.0459464275295,2.6392220325794016
9640,2023-02-23 11:37:13.284940,4,0,284.9734192,226.5238953,212.2744904,166.5914001,294.2430115,297.1647034,161.0085144,199.3309937,203.8260345,66.49041748,157.3282776,14.06994567,12.81857221,0,4.394692345,4.247130997,0,1.555151996,0.304005291,0.294016363,4.392308075,3.737028446,0.0,2.54552637,2023-02-23 11:37:13,,none,13.75941708677995,0.0,4.416097674425328,12.378869905384885,3.219640199094872,0.0,1.4985561685477902,0.26683745548689525,0.29098835148256436,2.5445039235133513,1219.765656439883,2.6404075274833985
9645,2023-02-23 11:37:18.355186,4,0,285.039856,226.6568604,212.2667236,166.6260376,294.3180542,296.945282,157.8062592,199.7276001,203.8605957,66.44807434,157.6265717,14.34463741,13.82577524,0,4.425213649,1.868147967,0,1.533787083,0.237896855,0.293907816,4.360326427,3.735807594,0.0,2.542748321,2023-02-23 11:37:18,,none,13.791805648742105,0.0,4.430563159606363,12.373602760910616,3.213633291087483,0.0,1.4933756379363776,0.26658610112988745,0.29100227882890056,2.5442707509860463,1220.4881165119755,2.6415930223873954
9650,2023-02-23 11:37:23.431844,4,0,285.1357422,226.7629089,212.224884,166.6413269,294.3843689,296.7960815,156.2624969,200.4165039,203.8652496,66.39641571,158.0112457,13.00170004,12.66596569,0,4.486256257,3.110517641,0,1.549810768,0.280150288,0.295704633,4.406328377,3.723599072,0.0,2.54321133,2023-02-23 11:37:23,,none,13.837879746503718,0.0,4.451148490721806,12.377094482588445,3.1935577085055145,0.0,1.4903653849803793,0.26633756646324913,0.2912189446564558,2.544343602432831,1221.2114902308579,2.6427785172913922
9655,2023-02-23 11:37:28.475858,4,0,285.3037415,226.8452606,212.201889,166.6586304,294.4598999,296.6571655,153.0634918,200.4396515,203.7835541,66.44841003,158.3865662,13.55108351,12.81857221,0,4.455734953,1.579721646,0,1.092601636,0.21966162,0.270562124,4.403687112,3.724209498,0.0,2.544600354,2023-02-23 11:37:28,,none,13.850527715089148,0.0,4.461588054457636,12.390774478667034,3.1807952818371854,0.0,1.4861738121080121,0.26656280641131974,0.2912735726167064,2.544516893164734,1221.9302125015477,2.643964012195389
9660,2023-02-23 11:37:33.544814,4,0,285.4396667,226.8969574,212.2131958,166.7410736,294.5194702,296.5018921,151.8104858,201.0719452,203.79422,66.44068909,158.7174377,13.36795568,12.97117873,0,4.608341472,3.45342449,0,1.520968136,0.290430299,0.297015873,4.397806089,3.742522281,0.0,2.544600354,2023-02-23 11:37:33,,none,13.86610297049612,0.0,4.467287517758609,12.408082162169723,3.1635751479095746,0.0,1.4964289467929703,0.26686777022220365,0.2918900688459866,2.544604169918979,1222.6524887613573,2.6451495070993856
9665,2023-02-23 11:37:38.609988,4,0,285.5582886,226.9446564,212.2249756,166.8599701,294.6138,296.3505554,150.7314148,200.800705,203.9012451,66.2600708,159.0219879,14.89402088,13.70369003,0,4.486256257,2.231351483,0,1.745299719,0.254406461,0.300693633,4.373020574,3.740691002,0.0,2.546452387,2023-02-23 11:37:38,,none,13.875007686783874,0.0,4.478432768961984,12.41747308860784,3.1332583493919883,0.0,1.5081352847369627,0.2659476113610427,0.2925753372605826,2.544535725563251,1223.37422612345,2.6463350020033825
9670,2023-02-23 11:37:43.685066,4,0,285.7276611,226.9647217,212.3330383,167.0215454,294.70224,296.2042542,148.5826416,200.9162598,203.9004669,66.23031616,159.3018341,14.61932914,13.36795568,0,4.242085826,1.932242705,0,1.489989012,0.239632316,0.287629973,4.384206478,3.742522281,0.0,2.544600354,2023-02-23 11:37:43,,none,13.901105634865267,0.0,4.486418035215831,12.431940656959753,3.1525097703668,0.0,1.5078671019091927,0.26556499876332684,0.2927888313065329,2.5443609677390056,1224.0973747079079,2.6475204969073793
9675,2023-02-23 11:37:48.735041,4,0,285.8908997,226.9755554,212.3918915,167.0518646,294.7829895,296.1182861,146.3884888,200.9452515,203.7297211,66.42188263,159.5564423,15.0771487,12.48283787,0,4.455734953,1.124649005,0,1.726071298,0.189436523,0.299289802,4.41668089,3.73947015,0.0,2.543674338,2023-02-23 11:37:48,,none,13.94833659407606,0.0,4.495328477218684,12.453726693183086,3.1958856180994397,0.0,1.5061312589924154,0.26604401432961006,0.2929596250005143,2.5442399856257647,1224.8169463623335,2.648705991811376
9680,2023-02-23 11:37:53.786402,4,0,286.0395813,227.0041046,212.4018402,167.10495,294.9229126,295.9901123,144.2619934,201.3948975,203.749588,66.35036469,159.7604218,12.60492309,11.81136919,0,4.394692345,4.739592235,0,1.525241118,0.298511765,0.292197543,4.447820009,3.728482481,0.0,2.54321133,2023-02-23 11:37:53,,none,13.976676386069858,0.0,4.499430408087562,12.499373468492044,3.2467141628449,0.0,1.5024554622010386,0.2675248911547553,0.2929295057197979,2.544239212078132,1225.5367155080958,2.6498914867153727
9685,2023-02-23 11:37:58.855899,4,0,286.0765991,226.9961395,212.4185333,167.254715,295.0266418,295.8545227,141.5817108,201.676712,203.7758942,66.30230713,159.8539734,14.77193566,13.00170004,0,4.364171041,2.308265169,0,1.36073129,0.254961992,0.284838656,4.407992575,3.730924185,0.0,2.54552637,2023-02-23 11:37:58,,none,13.995183437403536,0.0,4.5019405392841385,12.521635971035371,3.2819194529377334,0.0,1.5039170855474449,0.26833665252569294,0.29303543049642067,2.5442414593756366,1226.2590688550722,2.6510769816193696
9690,2023-02-23 11:38:03.896262,4,0,286.031311,226.9873657,212.4641113,167.4489746,295.1234131,295.7606506,139.5776215,202.4877625,203.7019806,66.3423233,159.8139648,15.01610609,12.60492309,0,4.242085826,1.870284459,0,1.430167257,0.234238139,0.285310142,4.423347397,3.743743133,0.0,2.544600354,2023-02-23 11:38:03,,none,13.95694923214755,0.0,4.500357942420206,12.50802253894681,3.311796377750424,0.0,1.5151002175886883,0.2695569641765964,0.29339170024974837,2.544148675554133,1226.9772708942537,2.6522624765233664
9695,2023-02-23 11:38:08.935354,4,0,286.0074158,226.983139,212.5217438,167.6006012,295.2424011,295.5839233,136.825531,202.7715607,203.7367859,66.29254913,159.7507935,13.09326395,13.24587047,0,4.577820168,2.821023074,0,1.481443047,0.274447032,0.294436115,4.398596326,3.746184837,0.0,2.544137346,2023-02-23 11:38:08,,none,13.93207387485279,0.0,4.498865963583292,12.521043779637626,3.298235919799075,0.0,1.5273620034840885,0.2702739012956803,0.2937904117601217,2.544080109698253,1227.6952918284649,2.6534479714273633
9700,2023-02-23 11:38:13.988621,4,0,285.8460693,227.0058441,212.595108,167.7731628,295.2303162,295.4283142,135.3177185,202.8052979,203.7171478,66.21160889,159.7199249,13.09326395,12.81857221,0,4.394692345,4.16808082,0,1.790166036,0.302634808,0.298647554,4.415066148,3.745574411,0.0,2.54321133,2023-02-23 11:38:13,,none,13.942917656465525,0.0,4.488048415800516,12.536433042559171,3.275305862148161,0.0,1.5292993823746537,0.27051739614799003,0.2936079684299261,2.5440293424821245,1228.4153325604377,2.6546334663313598
9705,2023-02-23 11:38:19.054922,4,0,285.5922852,227.0623169,212.6273956,167.8902588,295.1777344,295.275177,134.3323822,202.4736176,203.7595062,66.22301483,159.5481262,13.73421133,14.13098828,0,4.547298865,2.184348675,0,1.575448663,0.253748843,0.297421554,4.364868157,3.729092907,0.0,2.546452387,2023-02-23 11:38:19,,none,13.948292632273894,0.0,4.4873279099671946,12.543866908461107,3.2591833959965224,0.0,1.5183946264172168,0.2699520052208379,0.2932791925642223,2.543958762984301,1229.1372305089205,2.6558189612353567
9710,2023-02-23 11:38:24.111025,4,0,285.307312,227.0957947,212.624176,167.9651184,295.098999,295.1641541,133.1305542,202.4880371,203.6683044,66.50260162,159.3072205,13.64264742,10.83468746,0,4.27260713,5.206415578,0,1.470760591,0.28597387,0.287667153,4.489868742,3.726651203,0.0,2.54552637,2023-02-23 11:38:24,,none,13.947109953184924,0.0,4.4912677733745,12.55324245839897,3.2300286563461493,0.0,1.513475500405652,0.26933870168598645,0.29330001072435297,2.5435995053468945,1229.857675342936,2.6570044561393535
9715,2023-02-23 11:38:29.182244,4,0,285.0936279,227.1689453,212.6238708,167.9384613,295.0452881,294.9944458,130.6602936,202.3910065,203.7558136,66.23305511,158.9950867,15.29079783,13.45951959,0,4.608341472,1.01568795,0,1.66197656,0.182801521,0.301742729,4.390407409,3.730924185,0.0,2.542748321,2023-02-23 11:38:29,,none,13.953524362577523,0.0,4.503339718084419,12.566476708416355,3.1991246836995657,0.0,1.5202716997033712,0.2694692905617763,0.2939249484663585,2.5429992996539297,1230.5802740579365,2.65818995104335
9720,2023-02-23 11:38:34.218046,4,0,284.8439331,227.2356415,212.6130371,167.9068909,294.9259949,294.8269348,127.8914032,202.2594452,203.7515564,66.06163788,158.700882,12.63544439,12.29971005,0,4.486256257,4.039891344,0,1.610700769,0.296637423,0.297433429,4.431965785,3.73947015,0.0,2.536729215,2023-02-23 11:38:34,,none,13.94839641141224,0.0,4.512243830681379,12.592748460216349,3.202436546048516,0.0,1.5188747167072545,0.2708916437144945,0.29411116113896696,2.542781686023427,1231.2978261995806,2.659375445947347
